countyFIPS,County Name,State,cases,cases_per_thousand,population,pop_per_thousand,population_log,cases_per_pop
22063,Livingston Parish,LA,3831,3.831,140789,140.789,5.14856872422426,2.7211
48399,Runnels County,TX,279,0.279,10264,10.264,4.01131664336687,2.7182
35045,San Juan County,NM,3366,3.366,123958,123.958,5.09327456050068,2.7154
22011,Beauregard Parish,LA,1018,1.018,37497,37.497,4.57399652277935,2.7149
22029,Concordia Parish,LA,521,0.521,19259,19.259,4.28463373316459,2.7052
6037,Los Angeles County,CA,271371,271.371,10039107,10039.107,7.00169508310574,2.7031
5041,Desha County,AR,307,0.307,11361,11.361,4.05541655984049,2.7022
55127,Walworth County,WI,2803,2.803,103868,103.868,5.01648176927052,2.6986
36047,Kings County,NY,69062,69.062,2559903,2559.903,6.40822350931073,2.6978
51540,Charlottesville City,VA,1274,1.274,47266,47.266,4.6745488506331,2.6954
13013,Barrow County,GA,2240,2.24,83240,83.24,4.92033207153959,2.6910
37041,Chowan County,NC,375,0.375,13943,13.943,4.14435622736818,2.6895
38039,Griggs County,ND,60,0.06,2231,2.231,3.34849957028384,2.6894
13181,Lincoln County,GA,213,0.213,7921,7.921,3.89878001328983,2.6891
46021,Campbell County,SD,37,0.037,1376,1.376,3.13861843389949,2.6890
1003,Baldwin County,AL,5997,5.997,223234,223.234,5.34876034119676,2.6864
29117,Livingston County,MO,409,0.409,15227,15.227,4.18261434773635,2.6860
12131,Walton County,FL,1989,1.989,74071,74.071,4.86964820791,2.6853
1087,Macon County,AL,485,0.485,18068,18.068,4.25691008188936,2.6843
6077,San Joaquin County,CA,20457,20.457,762148,762.148,5.88203931430829,2.6841
40143,Tulsa County,OK,17482,17.482,651552,651.552,5.81394908223104,2.6831
13035,Butts County,GA,669,0.669,24936,24.936,4.39682678926878,2.6829
12083,Marion County,FL,9806,9.806,365579,365.579,5.56298124054631,2.6823
38041,Hettinger County,ND,67,0.067,2499,2.499,3.39776625612645,2.6811
13263,Talbot County,GA,166,0.166,6195,6.195,3.79204131071208,2.6796
51153,Prince William County,VA,12594,12.594,470335,470.335,5.67240729799185,2.6777
22015,Bossier Parish,LA,3401,3.401,127039,127.039,5.10393706650469,2.6771
19139,Muscatine County,IA,1140,1.14,42664,42.664,4.63006157067482,2.6720
12071,Lee County,FL,20586,20.586,770577,770.577,5.88681604215148,2.6715
1115,St. Clair County,AL,2389,2.389,89512,89.512,4.95188126084035,2.6689
13269,Taylor County,GA,214,0.214,8020,8.02,3.90417436828416,2.6683
53075,Whitman County,WA,1336,1.336,50104,50.104,4.69987239869325,2.6665
21075,Fulton County,KY,159,0.159,5969,5.969,3.77590157889167,2.6638
1031,Coffee County,AL,1394,1.394,52342,52.342,4.71885031311412,2.6633
24510,Baltimore City,MD,15793,15.793,593490,593.49,5.77341340571452,2.6610
55115,Shawano County,WI,1087,1.087,40899,40.899,4.61171268943054,2.6578
47065,Hamilton County,TN,9741,9.741,367804,367.804,5.5656164480355,2.6484
34013,Essex County,NJ,21157,21.157,798975,798.975,5.90253319041298,2.6480
21031,Butler County,KY,341,0.341,12879,12.879,4.1098821431991,2.6477
13321,Worth County,GA,536,0.536,20247,20.247,4.30636068286105,2.6473
13123,Gilmer County,GA,830,0.83,31369,31.369,4.49650067421562,2.6459
48279,Lamb County,TX,341,0.341,12893,12.893,4.110353982664,2.6448
25009,Essex County,MA,20863,20.863,789034,789.034,5.89709571765079,2.6441
47177,Warren County,TN,1091,1.091,41277,41.277,4.61570812537324,2.6431
18145,Shelby County,IN,1182,1.182,44729,44.729,4.65058918882017,2.6426
55051,Iron County,WI,150,0.15,5687,5.687,3.75488322825217,2.6376
17049,Effingham County,IL,896,0.896,34008,34.008,4.53158109195907,2.6347
40009,Beckham County,OK,575,0.575,21859,21.859,4.33963029007408,2.6305
37119,Mecklenburg County,NC,29132,29.132,1110356,1110.356,6.04546224369452,2.6237
47143,Rhea County,TN,870,0.87,33167,33.167,4.52070619077279,2.6231
13111,Fannin County,GA,686,0.686,26188,26.188,4.41810233224996,2.6195
48349,Navarro County,TX,1312,1.312,50113,50.113,4.69995040243209,2.6181
38061,Mountrail County,ND,276,0.276,10545,10.545,4.02304658407551,2.6174
17163,St. Clair County,IL,6796,6.796,259686,259.686,5.41444853689678,2.6170
55075,Marinette County,WI,1055,1.055,40350,40.35,4.60584353905809,2.6146
27013,Blue Earth County,MN,1768,1.768,67653,67.653,4.83028705968542,2.6133
51131,Northampton County,VA,306,0.306,11710,11.71,4.06855689507236,2.6132
13121,Fulton County,GA,27790,27.79,1063937,1063.937,6.02691591239286,2.6120
37127,Nash County,NC,2463,2.463,94298,94.298,4.97450248172805,2.6119
46045,Edmunds County,SD,100,0.1,3829,3.829,3.58308536634769,2.6116
13067,Cobb County,GA,19829,19.829,760141,760.141,5.8808941578627,2.6086
20025,Clark County,KS,52,0.052,1994,1.994,3.29972515397564,2.6078
28037,Franklin County,MS,201,0.201,7713,7.713,3.88722333136252,2.6060
55139,Winnebago County,WI,4479,4.479,171907,171.907,5.23529356138442,2.6055
20093,Kearny County,KS,100,0.1,3838,3.838,3.58410497039945,2.6055
46015,Brule County,SD,138,0.138,5297,5.297,3.7240299729356,2.6052
8079,Mineral County,CO,20,0.02,769,0.769,2.88592633980143,2.6008
6041,Marin County,CA,6729,6.729,258826,258.826,5.41300790062636,2.5998
38025,Dunn County,ND,115,0.115,4424,4.424,3.64581511829664,2.5995
8087,Morgan County,CO,755,0.755,29068,29.068,4.46341515152122,2.5974
47165,Sumner County,TN,4968,4.968,191283,191.283,5.28167637444831,2.5972
27145,Stearns County,MN,4178,4.178,161075,161.075,5.20702814001838,2.5938
37095,Hyde County,NC,128,0.128,4937,4.937,3.69346312721953,2.5927
55135,Waupaca County,WI,1321,1.321,50990,50.99,4.70748501196747,2.5907
13011,Banks County,GA,498,0.498,19234,19.234,4.28406961171008,2.5892
4012,La Paz County,AZ,545,0.545,21108,21.108,4.32444708550509,2.5820
29053,Cooper County,MO,457,0.457,17709,17.709,4.24819403794086,2.5806
48209,Hays County,TX,5940,5.94,230191,230.191,5.36208833959461,2.5805
45035,Dorchester County,SC,4201,4.201,162809,162.809,5.21167840879827,2.5803
29019,Boone County,MO,4656,4.656,180463,180.463,5.25638817276242,2.5800
13199,Meriwether County,GA,546,0.546,21167,21.167,4.32565930980164,2.5795
37007,Anson County,NC,630,0.63,24446,24.446,4.38820780742514,2.5771
47137,Pickett County,TN,130,0.13,5048,5.048,3.70311934623608,2.5753
38063,Nelson County,ND,74,0.074,2879,2.879,3.45924166487808,2.5703
21177,Muhlenberg County,KY,787,0.787,30622,30.622,4.48603355215579,2.5700
47119,Maury County,TN,2472,2.472,96387,96.387,4.98401846327023,2.5647
20021,Cherokee County,KS,511,0.511,19939,19.939,4.29970337336519,2.5628
51147,Prince Edward County,VA,584,0.584,22802,22.802,4.35797294133686,2.5612
13081,Crisp County,GA,573,0.573,22372,22.372,4.34970481065621,2.5612
20023,Cheyenne County,KS,68,0.068,2657,2.657,3.42439155441028,2.5593
38093,Stutsman County,ND,529,0.529,20704,20.704,4.31605425898861,2.5551
5015,Carroll County,AR,725,0.725,28380,28.38,4.45301239112146,2.5546
47061,Grundy County,TN,343,0.343,13427,13.427,4.12797898891691,2.5546
19077,Guthrie County,IA,273,0.273,10689,10.689,4.02893707707068,2.5540
19033,Cerro Gordo County,IA,1080,1.08,42450,42.45,4.62787769457997,2.5442
34011,Cumberland County,NJ,3802,3.802,149527,149.527,5.17471962003352,2.5427
47099,Lawrence County,TN,1122,1.122,44142,44.142,4.64485200642614,2.5418
6071,San Bernardino County,CA,55394,55.394,2180085,2180.085,6.33847342677493,2.5409
4007,Gila County,AZ,1372,1.372,54018,54.018,4.73253850052816,2.5399
13093,Dooly County,GA,340,0.34,13390,13.39,4.12678057701201,2.5392
48127,Dimmit County,TX,257,0.257,10124,10.124,4.00535213648622,2.5385
37047,Columbus County,NC,1409,1.409,55508,55.508,4.74435557961773,2.5384
13207,Monroe County,GA,700,0.7,27578,27.578,4.44056276726192,2.5383
19151,Pocahontas County,IA,168,0.168,6619,6.619,3.8207923810882,2.5381
17091,Kankakee County,IL,2788,2.788,109862,109.862,5.04084750093928,2.5377
28059,Jackson County,MS,3643,3.643,143617,143.617,5.15720585055538,2.5366
30101,Toole County,MT,120,0.12,4736,4.736,3.67541169371486,2.5338
48109,Culberson County,TX,55,0.055,2171,2.171,3.33665982345442,2.5334
21087,Green County,KY,277,0.277,10941,10.941,4.03905701803344,2.5318
40039,Custer County,OK,734,0.734,29003,29.003,4.46244292259067,2.5308
18141,St. Joseph County,IN,6876,6.876,271826,271.826,5.43429099439976,2.5296
48291,Liberty County,TX,2231,2.231,88219,88.219,4.94556213055706,2.5289
17033,Crawford County,IL,472,0.472,18667,18.667,4.2710745274759,2.5285
13211,Morgan County,GA,487,0.487,19276,19.276,4.28501691762917,2.5265
12075,Levy County,FL,1046,1.046,41503,41.503,4.61807949035922,2.5203
1061,Geneva County,AL,662,0.662,26271,26.271,4.41947660442734,2.5199
56039,Teton County,WY,591,0.591,23464,23.464,4.3704020499725,2.5188
20189,Stevens County,KS,138,0.138,5485,5.485,3.73917663191073,2.5160
47189,Wilson County,TN,3636,3.636,144657,144.657,5.16033945414589,2.5135
45003,Aiken County,SC,4290,4.29,170872,170.872,5.23267090273384,2.5107
48347,Nacogdoches County,TX,1635,1.635,65204,65.204,4.8142742387479,2.5075
45063,Lexington County,SC,7490,7.49,298750,298.75,5.47530791395619,2.5071
17089,Kane County,IL,13344,13.344,532403,532.403,5.72624049398478,2.5064
45059,Laurens County,SC,1691,1.691,67493,67.493,4.82925873254929,2.5054
45065,McCormick County,SC,237,0.237,9463,9.463,3.97602884009113,2.5045
46129,Walworth County,SD,136,0.136,5435,5.435,3.73519954842231,2.5023
53047,Okanogan County,WA,1057,1.057,42243,42.243,4.62575475320901,2.5022
20161,Riley County,KS,1857,1.857,74232,74.232,4.87059116171478,2.5016
12087,Monroe County,FL,1855,1.855,74228,74.228,4.87056775907531,2.4991
45077,Pickens County,SC,3169,3.169,126884,126.884,5.10340686126093,2.4976
6011,Colusa County,CA,538,0.538,21547,21.547,4.33338681165953,2.4969
5121,Randolph County,AR,448,0.448,17958,17.958,4.25425796722384,2.4947
48005,Angelina County,TX,2163,2.163,86715,86.715,4.9380942284308,2.4944
13089,DeKalb County,GA,18938,18.938,759297,759.297,5.88041168397377,2.4941
19045,Clinton County,IA,1156,1.156,46429,46.429,4.66678932981826,2.4898
27067,Kandiyohi County,MN,1071,1.071,43199,43.199,4.63547369358555,2.4792
48277,Lamar County,TX,1236,1.236,49859,49.859,4.69774356380199,2.4790
47081,Hickman County,TN,624,0.624,25178,25.178,4.40102122920867,2.4784
13271,Telfair County,GA,393,0.393,15860,15.86,4.20030318298159,2.4779
48405,San Augustine County,TX,204,0.204,8237,8.237,3.91576906598368,2.4766
17097,Lake County,IL,17246,17.246,696535,696.535,5.84294294405497,2.4760
13097,Douglas County,GA,3621,3.621,146343,146.343,5.16537195373203,2.4743
12111,St. Lucie County,FL,8120,8.12,328297,328.297,5.51626691413538,2.4734
48293,Limestone County,TX,579,0.579,23437,23.437,4.36990202002402,2.4705
5001,Arkansas County,AR,432,0.432,17486,17.486,4.24269047405237,2.4705
21225,Union County,KY,355,0.355,14381,14.381,4.15778908628205,2.4685
37159,Rowan County,NC,3501,3.501,142088,142.088,5.15255740126423,2.4640
48205,Hartley County,TX,137,0.137,5576,5.576,3.74632276508995,2.4570
4019,Pima County,AZ,25706,25.706,1047279,1047.279,6.02006239516417,2.4546
47139,Polk County,TN,413,0.413,16832,16.832,4.22613572247364,2.4537
29127,Marion County,MO,700,0.7,28530,28.53,4.45530177165708,2.4536
19147,Palo Alto County,IA,218,0.218,8886,8.886,3.94870630890485,2.4533
5119,Pulaski County,AR,9612,9.612,391911,391.911,5.59318745325166,2.4526
13289,Twiggs County,GA,199,0.199,8120,8.12,3.90955602924118,2.4507
37063,Durham County,NC,7878,7.878,321488,321.488,5.50716476689929,2.4505
19035,Cherokee County,IA,275,0.275,11235,11.235,4.05057307675515,2.4477
13225,Peach County,GA,674,0.674,27546,27.546,4.44005854314966,2.4468
31119,Madison County,NE,857,0.857,35099,35.099,4.5452947432274,2.4417
49043,Summit County,UT,1029,1.029,42145,42.145,4.62474605817277,2.4416
18037,Dubois County,IN,1043,1.043,42736,42.736,4.6307938706773,2.4406
13063,Clayton County,GA,7114,7.114,292256,292.256,5.46576343596781,2.4342
19165,Shelby County,IA,278,0.278,11454,11.454,4.05895717877731,2.4271
6035,Lassen County,CA,742,0.742,30573,30.573,4.48533805630935,2.4270
47043,Dickson County,TN,1309,1.309,53948,53.948,4.73197534883238,2.4264
45001,Abbeville County,SC,595,0.595,24527,24.527,4.38964443107948,2.4259
5007,Benton County,AR,6767,6.767,279141,279.141,5.44582362998925,2.4242
13073,Columbia County,GA,3796,3.796,156714,156.714,5.19510779577399,2.4222
34003,Bergen County,NJ,22579,22.579,932202,932.202,5.96951003035803,2.4221
16019,Bonneville County,ID,2882,2.882,119062,119.062,5.07577317354304,2.4206
51510,Alexandria City,VA,3859,3.859,159428,159.428,5.20256459797347,2.4205
48371,Pecos County,TX,383,0.383,15823,15.823,4.19928882808241,2.4205
45015,Berkeley County,SC,5515,5.515,227907,227.907,5.35775766442867,2.4198
29021,Buchanan County,MO,2114,2.114,87364,87.364,4.9413325101839,2.4198
19173,Taylor County,IA,148,0.148,6121,6.121,3.78682237949919,2.4179
48099,Coryell County,TX,1834,1.834,75951,75.951,4.88053349632419,2.4147
12089,Nassau County,FL,2139,2.139,88625,88.625,4.94755624819112,2.4135
48139,Ellis County,TX,4459,4.459,184826,184.826,5.26676306462369,2.4125
12091,Okaloosa County,FL,5082,5.082,210738,210.738,5.32374285408131,2.4115
46083,Lincoln County,SD,1474,1.474,61128,61.128,4.78624018667522,2.4113
29201,Scott County,MO,923,0.923,38280,38.28,4.58297192910481,2.4112
47051,Franklin County,TN,1017,1.017,42208,42.208,4.62539477386627,2.4095
6065,Riverside County,CA,59488,59.488,2470546,2470.546,6.39279294458859,2.4079
19155,Pottawattamie County,IA,2244,2.244,93206,93.206,4.96944387032628,2.4076
37181,Vance County,NC,1072,1.072,44535,44.535,4.64870145665173,2.4071
35023,Hidalgo County,NM,101,0.101,4198,4.198,3.62304243424638,2.4059
40079,Le Flore County,OK,1199,1.199,49853,49.853,4.69769129793841,2.4051
51117,Mecklenburg County,VA,735,0.735,30587,30.587,4.48553688308675,2.4030
38021,Dickey County,ND,117,0.117,4872,4.872,3.68770727962482,2.4015
53007,Chelan County,WA,1853,1.853,77200,77.2,4.88761730033574,2.4003
48361,Orange County,TX,1999,1.999,83396,83.396,4.92114522066666,2.3970
29213,Taney County,MO,1339,1.339,55928,55.928,4.74762928912095,2.3941
27091,Martin County,MN,471,0.471,19683,19.683,4.29409129247696,2.3929
48043,Brewster County,TX,220,0.22,9203,9.203,3.96392942202656,2.3905
51730,Petersburg city,VA,749,0.749,31346,31.346,4.49618212925727,2.3895
13039,Camden County,GA,1306,1.306,54666,54.666,4.73771729702157,2.3891
5139,Union County,AR,924,0.924,38682,38.682,4.58750892059475,2.3887
34023,Middlesex County,NJ,19679,19.679,825062,825.062,5.91648658521193,2.3852
37071,Gaston County,NC,5352,5.352,224529,224.529,5.35127244211702,2.3837
5039,Dallas County,AR,167,0.167,7009,7.009,3.84565605998354,2.3827
1019,Cherokee County,AL,624,0.624,26196,26.196,4.41823498175676,2.3820
37023,Burke County,NC,2155,2.155,90485,90.485,4.95657659072833,2.3816
37131,Northampton County,NC,464,0.464,19483,19.483,4.28965583052675,2.3816
13057,Cherokee County,GA,6159,6.159,258773,258.773,5.41291896070329,2.3801
29145,Newton County,MO,1385,1.385,58236,58.236,4.76519153736291,2.3783
55121,Trempealeau County,WI,705,0.705,29649,29.649,4.47201005008457,2.3778
19099,Jasper County,IA,884,0.884,37185,37.185,4.5703677858235,2.3773
37045,Cleveland County,NC,2328,2.328,97947,97.947,4.99099113861153,2.3768
5033,Crawford County,AR,1503,1.503,63257,63.257,4.80110859139981,2.3760
55059,Kenosha County,WI,4026,4.026,169561,169.561,5.22932596919131,2.3744
29123,Madison County,MO,287,0.287,12088,12.088,4.08235445133097,2.3743
48325,Medina County,TX,1224,1.224,51584,51.584,4.71251501578898,2.3728
13019,Berrien County,GA,460,0.46,19397,19.397,4.28773456579649,2.3715
37001,Alamance County,NC,4018,4.018,169509,169.509,5.22919276181091,2.3704
29510,City of St. Louis,MO,7119,7.119,300576,300.576,5.47795430065648,2.3685
12019,Clay County,FL,5193,5.193,219252,219.252,5.34094356365724,2.3685
40073,Kingfisher County,OK,373,0.373,15765,15.765,4.19769397508392,2.3660
13195,Madison County,GA,706,0.706,29880,29.88,4.47538059314336,2.3628
48505,Zapata County,TX,335,0.335,14179,14.179,4.15164560251163,2.3626
34021,Mercer County,NJ,8675,8.675,367430,367.43,5.5651746127824,2.3610
29189,St. Louis County,MO,23417,23.417,994205,994.205,5.99747594293791,2.3553
47123,Monroe County,TN,1094,1.094,46545,46.545,4.66787303463985,2.3504
5025,Cleveland County,AR,187,0.187,7956,7.956,3.9006947744524,2.3504
13045,Carroll County,GA,2819,2.819,119992,119.992,5.07915229211702,2.3493
48199,Hardin County,TX,1352,1.352,57602,57.602,4.76043756283093,2.3471
29031,Cape Girardeau County,MO,1851,1.851,78871,78.871,4.89691734725089,2.3469
6053,Monterey County,CA,10181,10.181,434061,434.061,5.63755076661345,2.3455
29133,Mississippi County,MO,309,0.309,13180,13.18,4.11991541025799,2.3445
48257,Kaufman County,TX,3192,3.192,136154,136.154,5.13403040478292,2.3444
13177,Lee County,GA,703,0.703,29992,29.992,4.47700542741349,2.3440
49051,Wasatch County,UT,799,0.799,34091,34.091,4.53263974068657,2.3437
38003,Barnes County,ND,244,0.244,10415,10.415,4.01765927428376,2.3428
19125,Marion County,IA,779,0.779,33253,33.253,4.52183083233604,2.3426
13217,Newton County,GA,2617,2.617,111744,111.744,5.04822421335344,2.3420
31099,Kearney County,NE,152,0.152,6495,6.495,3.81257915540905,2.3403
37153,Richmond County,NC,1049,1.049,44829,44.829,4.65155905117171,2.3400
19037,Chickasaw County,IA,279,0.279,11933,11.933,4.076749640624,2.3381
46115,Spink County,SD,149,0.149,6376,6.376,3.80454830838806,2.3369
18041,Fayette County,IN,539,0.539,23102,23.102,4.36364957951832,2.3331
47031,Coffee County,TN,1318,1.318,56520,56.52,4.75220215317652,2.3319
20147,Phillips County,KS,122,0.122,5234,5.234,3.71883371830386,2.3309
40109,Oklahoma County,OK,18580,18.58,797434,797.434,5.9016947486296,2.3300
17019,Champaign County,IL,4879,4.879,209689,209.689,5.32157564856452,2.3268
55027,Dodge County,WI,2043,2.043,87839,87.839,4.94368738292394,2.3258
46011,Brookings County,SD,815,0.815,35077,35.077,4.54502244275673,2.3235
48453,Travis County,TX,29514,29.514,1273954,1273.954,6.10515374675378,2.3167
48195,Hansford County,TX,125,0.125,5399,5.399,3.73231332747124,2.3152
51047,Culpeper County,VA,1217,1.217,52605,52.605,4.72102702493718,2.3135
40021,Cherokee County,OK,1125,1.125,48657,48.657,4.68714532852389,2.3121
47117,Marshall County,TN,794,0.794,34375,34.375,4.53624270683832,2.3098
4021,Pinal County,AZ,10672,10.672,462789,462.789,5.66538302768664,2.3060
31019,Buffalo County,NE,1145,1.145,49659,49.659,4.69599796977242,2.3057
55037,Florence County,WI,99,0.099,4295,4.295,3.63296316816726,2.3050
27027,Clay County,MN,1480,1.48,64222,64.222,4.80768382622953,2.3045
31155,Saunders County,NE,497,0.497,21578,21.578,4.33401118876135,2.3033
37039,Cherokee County,NC,659,0.659,28612,28.612,4.45654821637239,2.3032
19067,Floyd County,IA,360,0.36,15642,15.642,4.19429228155197,2.3015
18173,Warrick County,IN,1449,1.449,62998,62.998,4.79932676210832,2.3001
13197,Marion County,GA,192,0.192,8359,8.359,3.92215432523106,2.2969
1043,Cullman County,AL,1923,1.923,83768,83.768,4.92307814658323,2.2956
8037,Eagle County,CO,1265,1.265,55127,55.127,4.74136435890596,2.2947
47105,Loudon County,TN,1239,1.239,54068,54.068,4.73294030512161,2.2916
40023,Choctaw County,OK,336,0.336,14672,14.672,4.16648931832595,2.2901
46003,Aurora County,SD,63,0.063,2751,2.751,3.43949059038968,2.2901
40061,Haskell County,OK,289,0.289,12627,12.627,4.10130018046768,2.2887
47187,Williamson County,TN,5455,5.455,238412,238.412,5.37732811097854,2.2881
37037,Chatham County,NC,1703,1.703,74470,74.47,4.87198135384337,2.2868
48383,Reagan County,TX,88,0.088,3849,3.849,3.58534791109459,2.2863
46137,Ziebach County,SD,63,0.063,2756,2.756,3.44027921323559,2.2859
17201,Winnebago County,IL,6455,6.455,282572,282.572,5.45112912549573,2.2844
12103,Pinellas County,FL,22266,22.266,974996,974.996,5.98900283397393,2.2837
19079,Hamilton County,IA,337,0.337,14773,14.773,4.16946869782694,2.2812
13295,Walker County,GA,1591,1.591,69761,69.761,4.84361269743152,2.2806
28003,Alcorn County,MS,842,0.842,36953,36.953,4.56764970201522,2.2786
28019,Choctaw County,MS,187,0.187,8210,8.21,3.91434315711944,2.2777
48013,Atascosa County,TX,1165,1.165,51153,51.153,4.70887110911835,2.2775
13103,Effingham County,GA,1464,1.464,64296,64.296,4.80818395531981,2.2770
46031,Corson County,SD,93,0.093,4086,4.086,3.61129836229643,2.2761
18097,Marion County,IN,21953,21.953,964582,964.582,5.98433915332128,2.2759
55039,Fond du Lac County,WI,2351,2.351,103403,103.403,5.01453313899531,2.2736
48093,Comanche County,TX,310,0.31,13635,13.635,4.13465514227765,2.2736
22115,Vernon Parish,LA,1078,1.078,47429,47.429,4.67604396801978,2.2729
5067,Jackson County,AR,380,0.38,16719,16.719,4.22321029777586,2.2729
51590,Danville City,VA,910,0.91,40044,40.044,4.60253745270242,2.2725
48003,Andrews County,TX,425,0.425,18705,18.705,4.27195771253422,2.2721
40087,McClain County,OK,918,0.918,40474,40.474,4.6071761273489,2.2681
40005,Atoka County,OK,312,0.312,13758,13.758,4.13855530511358,2.2678
13145,Harris County,GA,799,0.799,35236,35.236,4.54698660131418,2.2676
13151,Henry County,GA,5307,5.307,234561,234.561,5.3702558044854,2.2625
48125,Dickens County,TX,50,0.05,2211,2.211,3.34458874257871,2.2614
40135,Sequoyah County,OK,940,0.94,41569,41.569,4.61876957707524,2.2613
48089,Colorado County,TX,486,0.486,21493,21.493,4.33229703868889,2.2612
37111,McDowell County,NC,1034,1.034,45756,45.756,4.6604480513213,2.2598
34029,Ocean County,NJ,13718,13.718,607186,607.186,5.7833217493946,2.2593
40063,Hughes County,OK,300,0.3,13279,13.279,4.12316537090292,2.2592
29029,Camden County,MO,1046,1.046,46305,46.305,4.66562788853778,2.2589
38043,Kidder County,ND,56,0.056,2480,2.48,3.39445168082622,2.2581
17077,Jackson County,IL,1281,1.281,56750,56.75,4.75396586586516,2.2573
48227,Howard County,TX,827,0.827,36664,36.664,4.56423984423673,2.2556
5003,Ashley County,AR,443,0.443,19657,19.657,4.29351723766387,2.2537
53005,Benton County,WA,4606,4.606,204390,204.39,5.31045964365906,2.2535
45007,Anderson County,SC,4561,4.561,202558,202.558,5.30654940025841,2.2517
18089,Lake County,IN,10931,10.931,485493,485.493,5.68618297248648,2.2515
37093,Hoke County,NC,1243,1.243,55234,55.234,4.74220649560506,2.2504
19183,Washington County,IA,494,0.494,21965,21.965,4.34173120760134,2.2490
29077,Greene County,MO,6590,6.59,293086,293.086,5.46699507375075,2.2485
41031,Jefferson County,OR,554,0.554,24658,24.658,4.39195784824559,2.2467
40111,Okmulgee County,OK,864,0.864,38465,38.465,4.58506573677377,2.2462
55043,Grant County,WI,1155,1.155,51439,51.439,4.71129251709534,2.2454
19041,Clay County,IA,359,0.359,16016,16.016,4.20455406013524,2.2415
46051,Grant County,SD,158,0.158,7052,7.052,3.84831230362728,2.2405
40121,Pittsburg County,OK,978,0.978,43654,43.654,4.64002404410887,2.2403
55097,Portage County,WI,1585,1.585,70772,70.772,4.84986146883813,2.2396
17119,Madison County,IL,5888,5.888,262966,262.966,5.41989960032655,2.2391
47055,Giles County,TN,659,0.659,29464,29.464,4.46929170584686,2.2366
51025,Brunswick County,VA,363,0.363,16231,16.231,4.21034527775002,2.2365
16065,Madison County,ID,892,0.892,39907,39.907,4.60104908101839,2.2352
4009,Graham County,AZ,868,0.868,38837,38.837,4.58924567505251,2.2350
5087,Madison County,AR,370,0.37,16576,16.576,4.21947973806514,2.2321
45057,Lancaster County,SC,2185,2.185,98012,98.012,4.99127925135306,2.2293
48439,Tarrant County,TX,46850,46.85,2102515,2102.515,6.32273910287375,2.2283
21211,Shelby County,KY,1092,1.092,49024,49.024,4.69040874361649,2.2275
5021,Clay County,AR,324,0.324,14551,14.551,4.16289284071425,2.2267
18099,Marshall County,IN,1030,1.03,46258,46.258,4.66518685178651,2.2266
48435,Sutton County,TX,84,0.084,3776,3.776,3.57703198562603,2.2246
13221,Oglethorpe County,GA,339,0.339,15259,15.259,4.18352607302172,2.2216
45073,Oconee County,SC,1767,1.767,79546,79.546,4.90061834587318,2.2214
27101,Murray County,MN,182,0.182,8194,8.194,3.91349595961712,2.2211
5027,Columbia County,AR,520,0.52,23457,23.457,4.37027246784953,2.2168
17079,Jasper County,IL,213,0.213,9610,9.61,3.98272338766855,2.2164
38071,Ramsey County,ND,255,0.255,11519,11.519,4.06141477827707,2.2137
48381,Randall County,TX,3045,3.045,137713,137.713,5.13897493925311,2.2111
22043,Grant Parish,LA,495,0.495,22389,22.389,4.35003469634006,2.2109
31107,Knox County,NE,184,0.184,8332,8.332,3.92074926127571,2.2084
20077,Harper County,KS,120,0.12,5436,5.436,3.73527944806046,2.2075
40027,Cleveland County,OK,6266,6.266,284014,284.014,5.45333974840228,2.2062
27053,Hennepin County,MN,27873,27.873,1265843,1265.843,6.10237984433705,2.2019
46102,Oglala Lakota County,SD,312,0.312,14177,14.177,4.1515843393599,2.2007
48329,Midland County,TX,3890,3.89,176832,176.832,5.2475608589004,2.1998
37101,Johnston County,NC,4602,4.602,209339,209.339,5.3208501452377,2.1983
1083,Limestone County,AL,2174,2.174,98915,98.915,4.99526215533088,2.1978
48409,San Patricio County,TX,1466,1.466,66730,66.73,4.82432112485077,2.1969
24005,Baltimore County,MD,18148,18.148,827370,827.37,5.91769976955603,2.1935
17161,Rock Island County,IL,3112,3.112,141879,141.879,5.15191811879051,2.1934
47107,McMinn County,TN,1179,1.179,53794,53.794,4.73073383863655,2.1917
28121,Rankin County,MS,3401,3.401,155271,155.271,5.19109035002318,2.1904
18163,Vanderburgh County,IN,3970,3.97,181451,181.451,5.2587593659964,2.1879
49005,Cache County,UT,2803,2.803,128289,128.289,5.10818941986593,2.1849
48421,Sherman County,TX,66,0.066,3022,3.022,3.48029446000301,2.1840
5109,Pike County,AR,234,0.234,10718,10.718,4.03011375270759,2.1832
46107,Potter County,SD,47,0.047,2153,2.153,3.33304402982349,2.1830
48187,Guadalupe County,TX,3642,3.642,166847,166.847,5.22231840220952,2.1828
45083,Spartanburg County,SC,6974,6.974,319785,319.785,5.50485808864721,2.1808
46103,Pennington County,SD,2479,2.479,113775,113.775,5.05604684417843,2.1789
20171,Scott County,KS,105,0.105,4823,4.823,3.68331726192188,2.1771
11001,Washington,DC,15358,15.358,705749,705.749,5.84865027145262,2.1761
20165,Rush County,KS,66,0.066,3036,3.036,3.48230176722344,2.1739
46033,Custer County,SD,195,0.195,8972,8.972,3.95288926491093,2.1734
55078,Menominee County,WI,99,0.099,4556,4.556,3.65858371540706,2.1730
17007,Boone County,IL,1160,1.16,53544,53.544,4.72871081199544,2.1664
