countyFIPS,cases,cases_per_thousand,population,pop_thousand,cases_per_pop
37133,2281,2.281,197938,197.938,1.1524
37135,2703,2.703,148476,148.476,1.8205
37137,269,0.269,12726,12.726,2.1138
37139,717,0.717,39824,39.824,1.8004
37141,985,0.985,63060,63.06,1.5620
37143,189,0.189,13463,13.463,1.4038
37145,446,0.446,39490,39.49,1.1294
37147,5019,5.019,180742,180.742,2.7769
37149,322,0.322,20724,20.724,1.5538
37151,2908,2.908,143667,143.667,2.0241
37153,1049,1.049,44829,44.829,2.3400
37155,4677,4.677,130625,130.625,3.5805
37157,1323,1.323,91010,91.01,1.4537
37159,3501,3.501,142088,142.088,2.4640
37161,1260,1.26,67029,67.029,1.8798
37163,2287,2.287,63531,63.531,3.5998
37165,1257,1.257,34823,34.823,3.6097
37167,2033,2.033,62806,62.806,3.2370
37169,468,0.468,45591,45.591,1.0265
37171,1363,1.363,71783,71.783,1.8988
37173,154,0.154,14271,14.271,1.0791
37175,335,0.335,34385,34.385,0.9743
37177,115,0.115,4016,4.016,2.8635
37179,4943,4.943,239859,239.859,2.0608
37181,1072,1.072,44535,44.535,2.4071
37183,17878,17.878,1111761,1111.761,1.6081
37185,355,0.355,19731,19.731,1.7992
37187,214,0.214,11580,11.58,1.8480
37189,927,0.927,56177,56.177,1.6501
37191,3459,3.459,123131,123.131,2.8092
37193,1270,1.27,68412,68.412,1.8564
37195,2296,2.296,81801,81.801,2.8068
37197,752,0.752,37667,37.667,1.9964
37199,217,0.217,18069,18.069,1.2010
38001,26,0.026,2216,2.216,1.1733
38003,244,0.244,10415,10.415,2.3428
38005,347,0.347,6832,6.832,5.0790
38007,16,0.016,928,0.928,1.7241
38009,100,0.1,6282,6.282,1.5918
38011,43,0.043,3024,3.024,1.4220
38013,35,0.035,2115,2.115,1.6548
38015,3833,3.833,95626,95.626,4.0083
38017,5416,5.416,181923,181.923,2.9771
38019,55,0.055,3762,3.762,1.4620
38021,117,0.117,4872,4.872,2.4015
38023,8,0.008,2264,2.264,0.3534
38025,115,0.115,4424,4.424,2.5995
38027,89,0.089,2287,2.287,3.8916
38029,186,0.186,3241,3.241,5.7390
38031,66,0.066,3210,3.21,2.0561
38033,53,0.053,1761,1.761,3.0097
38035,2301,2.301,69451,69.451,3.3131
38037,30,0.03,2274,2.274,1.3193
38039,60,0.06,2231,2.231,2.6894
38041,67,0.067,2499,2.499,2.6811
38043,56,0.056,2480,2.48,2.2581
38045,74,0.074,4046,4.046,1.8290
38047,69,0.069,1850,1.85,3.7297
38049,90,0.09,5745,5.745,1.5666
38051,76,0.076,2497,2.497,3.0437
38053,256,0.256,15024,15.024,1.7039
38055,299,0.299,9450,9.45,3.1640
38057,169,0.169,8187,8.187,2.0642
38059,1347,1.347,31364,31.364,4.2947
38061,276,0.276,10545,10.545,2.6174
38063,74,0.074,2879,2.879,2.5703
38065,24,0.024,1959,1.959,1.2251
38067,97,0.097,6801,6.801,1.4263
38069,36,0.036,3975,3.975,0.9057
38071,255,0.255,11519,11.519,2.2137
38073,83,0.083,5218,5.218,1.5906
38075,70,0.07,2327,2.327,3.0082
38077,250,0.25,16177,16.177,1.5454
38079,211,0.211,14176,14.176,1.4884
38081,79,0.079,3898,3.898,2.0267
38083,15,0.015,1315,1.315,1.1407
38085,158,0.158,4230,4.23,3.7352
38087,11,0.011,750,0.75,1.4667
38089,1682,1.682,31489,31.489,5.3415
38091,29,0.029,1890,1.89,1.5344
38093,529,0.529,20704,20.704,2.5551
38095,22,0.022,2189,2.189,1.0050
38097,125,0.125,8036,8.036,1.5555
38099,222,0.222,10641,10.641,2.0863
38101,1151,1.151,67641,67.641,1.7016
38103,39,0.039,3834,3.834,1.0172
38105,1137,1.137,37589,37.589,3.0248
39001,144,0.144,27698,27.698,0.5199
39003,1496,1.496,102351,102.351,1.4616
39005,271,0.271,53484,53.484,0.5067
39007,667,0.667,97241,97.241,0.6859
39009,773,0.773,65327,65.327,1.1833
39011,639,0.639,45656,45.656,1.3996
39013,723,0.723,67006,67.006,1.0790
39015,296,0.296,43432,43.432,0.6815
39017,6312,6.312,383134,383.134,1.6475
39019,152,0.152,26914,26.914,0.5648
39021,318,0.318,38885,38.885,0.8178
39023,1895,1.895,134083,134.083,1.4133
39025,1779,1.779,206428,206.428,0.8618
39027,314,0.314,41968,41.968,0.7482
39029,1966,1.966,101883,101.883,1.9297
39031,235,0.235,36600,36.6,0.6421
39033,256,0.256,41494,41.494,0.6170
39035,17704,17.704,1235072,1235.072,1.4334
39037,865,0.865,51113,51.113,1.6923
39039,350,0.35,38087,38.087,0.9189
39041,2360,2.36,209177,209.177,1.1282
39043,983,0.983,74266,74.266,1.3236
39045,2194,2.194,157574,157.574,1.3924
39047,256,0.256,28525,28.525,0.8975
39049,27600,27.6,1316756,1316.756,2.0961
39051,312,0.312,42126,42.126,0.7406
39053,212,0.212,29898,29.898,0.7091
39055,739,0.739,93649,93.649,0.7891
39057,1589,1.589,168937,168.937,0.9406
39059,180,0.18,38875,38.875,0.4630
39061,13537,13.537,817473,817.473,1.6560
39063,745,0.745,75783,75.783,0.9831
39065,258,0.258,31365,31.365,0.8226
39067,68,0.068,15040,15.04,0.4521
39069,346,0.346,27006,27.006,1.2812
39071,237,0.237,43161,43.161,0.5491
39073,170,0.17,28264,28.264,0.6015
39075,405,0.405,43960,43.96,0.9213
39077,598,0.598,58266,58.266,1.0263
39079,278,0.278,32413,32.413,0.8577
39081,349,0.349,65325,65.325,0.5343
39083,295,0.295,62322,62.322,0.4733
39085,1677,1.677,230149,230.149,0.7287
39087,703,0.703,59463,59.463,1.1822
39089,1977,1.977,176862,176.862,1.1178
39091,321,0.321,45672,45.672,0.7028
39093,2355,2.355,309833,309.833,0.7601
39095,7429,7.429,428348,428.348,1.7343
39097,887,0.887,44731,44.731,1.9830
39099,3155,3.155,228683,228.683,1.3796
39101,3138,3.138,65093,65.093,4.8208
39103,1514,1.514,179746,179.746,0.8423
39105,181,0.181,22907,22.907,0.7902
39107,1167,1.167,41172,41.172,2.8345
39109,1526,1.526,106987,106.987,1.4263
39111,110,0.11,13654,13.654,0.8056
39113,8120,8.12,531687,531.687,1.5272
39115,51,0.051,14508,14.508,0.3515
39117,264,0.264,35328,35.328,0.7473
39119,498,0.498,86215,86.215,0.5776
39121,48,0.048,14424,14.424,0.3328
39123,475,0.475,40525,40.525,1.1721
39125,123,0.123,18672,18.672,0.6587
39127,309,0.309,36134,36.134,0.8552
39129,2692,2.692,58457,58.457,4.6051
39131,210,0.21,27772,27.772,0.7562
39133,1205,1.205,162466,162.466,0.7417
39135,464,0.464,40882,40.882,1.1350
39137,636,0.636,33861,33.861,1.8783
39139,982,0.982,121154,121.154,0.8105
39141,934,0.934,76666,76.666,1.2183
39143,600,0.6,58518,58.518,1.0253
39145,547,0.547,75314,75.314,0.7263
39147,498,0.498,55178,55.178,0.9025
39149,690,0.69,48590,48.59,1.4200
39151,2979,2.979,370606,370.606,0.8038
39153,5464,5.464,541013,541.013,1.0100
39155,1949,1.949,197974,197.974,0.9845
39157,959,0.959,91987,91.987,1.0425
39159,573,0.573,58988,58.988,0.9714
39161,130,0.13,28275,28.275,0.4598
39163,48,0.048,13085,13.085,0.3668
39165,3189,3.189,234602,234.602,1.3593
39167,264,0.264,59911,59.911,0.4407
39169,961,0.961,115710,115.71,0.8305
39171,226,0.226,36692,36.692,0.6159
39173,2002,2.002,130817,130.817,1.5304
39175,217,0.217,21772,21.772,0.9967
40001,649,0.649,22194,22.194,2.9242
40003,74,0.074,5702,5.702,1.2978
40005,312,0.312,13758,13.758,2.2678
40007,61,0.061,5311,5.311,1.1486
40009,575,0.575,21859,21.859,2.6305
40011,138,0.138,9429,9.429,1.4636
40013,1015,1.015,47995,47.995,2.1148
40015,821,0.821,28762,28.762,2.8545
40017,2415,2.415,148306,148.306,1.6284
40019,570,0.57,48111,48.111,1.1848
40021,1125,1.125,48657,48.657,2.3121
40023,336,0.336,14672,14.672,2.2901
40025,27,0.027,2137,2.137,1.2635
40027,6266,6.266,284014,284.014,2.2062
40029,71,0.071,5495,5.495,1.2921
40031,1697,1.697,120749,120.749,1.4054
40033,69,0.069,5666,5.666,1.2178
40035,511,0.511,14142,14.142,3.6134
40037,1199,1.199,71522,71.522,1.6764
40039,734,0.734,29003,29.003,2.5308
40041,804,0.804,43009,43.009,1.8694
40043,69,0.069,4891,4.891,1.4108
40045,13,0.013,3859,3.859,0.3369
40047,1767,1.767,61056,61.056,2.8941
40049,391,0.391,27711,27.711,1.4110
40051,1151,1.151,55834,55.834,2.0615
40053,53,0.053,4333,4.333,1.2232
40055,109,0.109,5712,5.712,1.9083
40057,46,0.046,2653,2.653,1.7339
40059,30,0.03,3688,3.688,0.8134
40061,289,0.289,12627,12.627,2.2887
40063,300,0.3,13279,13.279,2.2592
40065,799,0.799,24530,24.53,3.2572
40067,44,0.044,6002,6.002,0.7331
40069,193,0.193,11085,11.085,1.7411
40071,656,0.656,43538,43.538,1.5067
40073,373,0.373,15765,15.765,2.3660
40075,79,0.079,8708,8.708,0.9072
40077,142,0.142,10073,10.073,1.4097
40079,1199,1.199,49853,49.853,2.4051
40081,486,0.486,34877,34.877,1.3935
40083,538,0.538,48011,48.011,1.1206
40085,200,0.2,10253,10.253,1.9506
40087,918,0.918,40474,40.474,2.2681
40089,1321,1.321,32832,32.832,4.0235
40091,344,0.344,19596,19.596,1.7555
40093,96,0.096,7629,7.629,1.2584
40095,190,0.19,16931,16.931,1.1222
40097,683,0.683,41100,41.1,1.6618
40099,155,0.155,14073,14.073,1.1014
40101,1885,1.885,67997,67.997,2.7722
40103,161,0.161,11131,11.131,1.4464
40105,152,0.152,10076,10.076,1.5085
40107,147,0.147,11993,11.993,1.2257
40109,18580,18.58,797434,797.434,2.3300
40111,864,0.864,38465,38.465,2.2462
40113,1015,1.015,46963,46.963,2.1613
40115,897,0.897,31127,31.127,2.8817
40117,259,0.259,16376,16.376,1.5816
40119,2346,2.346,81784,81.784,2.8685
40121,978,0.978,43654,43.654,2.2403
40123,459,0.459,38284,38.284,1.1989
40125,1434,1.434,72592,72.592,1.9754
40127,170,0.17,11096,11.096,1.5321
40129,59,0.059,3583,3.583,1.6467
40131,1948,1.948,92459,92.459,2.1069
40133,485,0.485,24258,24.258,1.9993
40135,940,0.94,41569,41.569,2.2613
40137,458,0.458,43143,43.143,1.0616
40139,1576,1.576,19983,19.983,7.8867
40141,108,0.108,7250,7.25,1.4897
40143,17482,17.482,651552,651.552,2.6831
40145,1519,1.519,81289,81.289,1.8686
40147,1016,1.016,51527,51.527,1.9718
40149,93,0.093,10916,10.916,0.8520
40151,113,0.113,8793,8.793,1.2851
40153,1107,1.107,20211,20.211,5.4772
41001,99,0.099,16124,16.124,0.6140
41003,333,0.333,93053,93.053,0.3579
41005,2491,2.491,418187,418.187,0.5957
41007,221,0.221,40224,40.224,0.5494
41009,190,0.19,52354,52.354,0.3629
41011,165,0.165,64487,64.487,0.2559
41013,63,0.063,24404,24.404,0.2582
41015,32,0.032,22925,22.925,0.1396
41017,879,0.879,197692,197.692,0.4446
41019,248,0.248,110980,110.98,0.2235
41021,8,0.008,1912,1.912,0.4184
41023,10,0.01,7199,7.199,0.1389
41025,12,0.012,7393,7.393,0.1623
41027,252,0.252,23382,23.382,1.0778
41029,1217,1.217,220944,220.944,0.5508
41031,554,0.554,24658,24.658,2.2467
41033,204,0.204,87487,87.487,0.2332
41035,291,0.291,68238,68.238,0.4264
41037,33,0.033,7869,7.869,0.4194
41039,1323,1.323,382067,382.067,0.3463
41041,481,0.481,49962,49.962,0.9627
41043,548,0.548,129749,129.749,0.4224
41045,1661,1.661,30571,30.571,5.4333
41047,4813,4.813,347818,347.818,1.3838
41049,515,0.515,11603,11.603,4.4385
41051,7345,7.345,812855,812.855,0.9036
41053,538,0.538,86085,86.085,0.6250
41055,18,0.018,1780,1.78,1.0112
41057,53,0.053,27036,27.036,0.1960
41059,3052,3.052,77950,77.95,3.9153
41061,445,0.445,26835,26.835,1.6583
41063,33,0.033,7208,7.208,0.4578
41065,301,0.301,26682,26.682,1.1281
41067,4648,4.648,601592,601.592,0.7726
41069,0,0,1332,1.332,0.0000
41071,784,0.784,107100,107.1,0.7320
42001,854,0.854,103009,103.009,0.8291
42003,12454,12.454,1216045,1216.045,1.0241
42005,452,0.452,64735,64.735,0.6982
42007,1940,1.94,163929,163.929,1.1834
42009,250,0.25,47888,47.888,0.5221
42011,7215,7.215,421164,421.164,1.7131
42013,728,0.728,121829,121.829,0.5976
42015,176,0.176,60323,60.323,0.2918
42017,8929,8.929,628270,628.27,1.4212
42019,1082,1.082,187853,187.853,0.5760
42021,617,0.617,130192,130.192,0.4739
42023,8,0.008,4447,4.447,0.1799
42025,471,0.471,64182,64.182,0.7339
42027,2755,2.755,162385,162.385,1.6966
42029,6959,6.959,524989,524.989,1.3256
42031,129,0.129,38438,38.438,0.3356
42033,334,0.334,79255,79.255,0.4214
42035,208,0.208,38632,38.632,0.5384
42037,926,0.926,64964,64.964,1.4254
42039,317,0.317,84629,84.629,0.3746
42041,1918,1.918,253370,253.37,0.7570
42043,3879,3.879,278299,278.299,1.3938
42045,11578,11.578,566747,566.747,2.0429
42047,73,0.073,29910,29.91,0.2441
42049,1579,1.579,269728,269.728,0.5854
42051,815,0.815,129274,129.274,0.6304
42053,15,0.015,7247,7.247,0.2070
42055,1798,1.798,155027,155.027,1.1598
42057,52,0.052,14530,14.53,0.3579
42059,190,0.19,36233,36.233,0.5244
42061,422,0.422,45144,45.144,0.9348
42063,740,0.74,84073,84.073,0.8802
42065,116,0.116,43425,43.425,0.2671
42067,194,0.194,24763,24.763,0.7834
42069,2619,2.619,209674,209.674,1.2491
42071,8052,8.052,545724,545.724,1.4755
42073,540,0.54,85512,85.512,0.6315
42075,2091,2.091,141793,141.793,1.4747
42077,5704,5.704,369318,369.318,1.5445
42079,4147,4.147,317417,317.417,1.3065
42081,718,0.718,113299,113.299,0.6337
42083,60,0.06,40625,40.625,0.1477
42085,747,0.747,109424,109.424,0.6827
42087,231,0.231,46138,46.138,0.5007
42089,1809,1.809,170271,170.271,1.0624
42091,12325,12.325,830915,830.915,1.4833
42093,195,0.195,18230,18.23,1.0697
42095,4532,4.532,305285,305.285,1.4845
42097,1083,1.083,90843,90.843,1.1922
42099,237,0.237,46272,46.272,0.5122
42101,32483,32.483,1584064,1584.064,2.0506
42103,585,0.585,55809,55.809,1.0482
42105,30,0.03,16526,16.526,0.1815
42107,1204,1.204,141359,141.359,0.8517
42109,347,0.347,40372,40.372,0.8595
42111,225,0.225,73447,73.447,0.3063
42113,13,0.013,6066,6.066,0.2143
42115,297,0.297,40328,40.328,0.7365
42117,81,0.081,40591,40.591,0.1996
42119,477,0.477,44923,44.923,1.0618
42121,93,0.093,50668,50.668,0.1835
42123,44,0.044,39191,39.191,0.1123
42125,1388,1.388,206865,206.865,0.6710
42127,245,0.245,51361,51.361,0.4770
42129,2299,2.299,348899,348.899,0.6589
42131,78,0.078,26794,26.794,0.2911
42133,4971,4.971,449058,449.058,1.1070
44001,414,0.414,48479,48.479,0.8540
44003,1945,1.945,164292,164.292,1.1839
44005,530,0.53,82082,82.082,0.6457
44007,18927,18.927,638931,638.931,2.9623
44009,877,0.877,125577,125.577,0.6984
45001,595,0.595,24527,24.527,2.4259
45003,4290,4.29,170872,170.872,2.5107
45005,396,0.396,8688,8.688,4.5580
45007,4561,4.561,202558,202.558,2.2517
45009,648,0.648,14066,14.066,4.6069
45011,744,0.744,20866,20.866,3.5656
45013,5704,5.704,192122,192.122,2.9689
45015,5515,5.515,227907,227.907,2.4198
45017,456,0.456,14553,14.553,3.1334
45019,15899,15.899,411406,411.406,3.8646
45021,1175,1.175,57300,57.3,2.0506
45023,1049,1.049,32244,32.244,3.2533
45025,1249,1.249,45650,45.65,2.7360
45027,1107,1.107,33745,33.745,3.2805
45029,1054,1.054,37677,37.677,2.7975
45031,2075,2.075,66618,66.618,3.1148
45033,1063,1.063,30479,30.479,3.4876
45035,4201,4.201,162809,162.809,2.5803
45037,823,0.823,27260,27.26,3.0191
45039,774,0.774,22347,22.347,3.4636
45041,4968,4.968,138293,138.293,3.5924
45043,1911,1.911,62680,62.68,3.0488
45045,14577,14.577,523542,523.542,2.7843
45047,2239,2.239,70811,70.811,3.1619
45049,669,0.669,19222,19.222,3.4804
45051,10416,10.416,354081,354.081,2.9417
45053,820,0.82,30073,30.073,2.7267
45055,2041,2.041,66551,66.551,3.0668
45057,2185,2.185,98012,98.012,2.2293
45059,1691,1.691,67493,67.493,2.5054
45061,717,0.717,16828,16.828,4.2608
45063,7490,7.49,298750,298.75,2.5071
45065,237,0.237,9463,9.463,2.5045
45067,898,0.898,30657,30.657,2.9292
45069,932,0.932,26118,26.118,3.5684
45071,1287,1.287,38440,38.44,3.3481
45073,1767,1.767,79546,79.546,2.2214
45075,3137,3.137,86175,86.175,3.6403
45077,3169,3.169,126884,126.884,2.4976
45079,15475,15.475,415759,415.759,3.7221
45081,689,0.689,20473,20.473,3.3654
45083,6974,6.974,319785,319.785,2.1808
45085,3247,3.247,106721,106.721,3.0425
45087,581,0.581,27316,27.316,2.1270
45089,1338,1.338,30368,30.368,4.4060
45091,5486,5.486,280979,280.979,1.9525
46003,63,0.063,2751,2.751,2.2901
46005,822,0.822,18453,18.453,4.4546
46007,69,0.069,3365,3.365,2.0505
46009,94,0.094,6901,6.901,1.3621
46011,815,0.815,35077,35.077,2.3235
46013,1275,1.275,38839,38.839,3.2828
46015,138,0.138,5297,5.297,2.6052
46017,142,0.142,1962,1.962,7.2375
46019,121,0.121,10429,10.429,1.1602
46021,37,0.037,1376,1.376,2.6890
46023,196,0.196,9292,9.292,2.1093
46025,44,0.044,3736,3.736,1.1777
46027,572,0.572,14070,14.07,4.0654
46029,942,0.942,28009,28.009,3.3632
46031,93,0.093,4086,4.086,2.2761
46033,195,0.195,8972,8.972,2.1734
46035,359,0.359,19775,19.775,1.8154
46037,89,0.089,5424,5.424,1.6409
46039,88,0.088,4351,4.351,2.0225
46041,165,0.165,5892,5.892,2.8004
46043,93,0.093,2921,2.921,3.1838
46045,100,0.1,3829,3.829,2.6116
46047,99,0.099,6713,6.713,1.4748
46049,76,0.076,2299,2.299,3.3058
46051,158,0.158,7052,7.052,2.2405
46053,140,0.14,4185,4.185,3.3453
46055,28,0.028,1899,1.899,1.4745
46057,104,0.104,6164,6.164,1.6872
46059,53,0.053,3191,3.191,1.6609
46061,44,0.044,3453,3.453,1.2743
46063,4,0.004,1298,1.298,0.3082
46065,483,0.483,17526,17.526,2.7559
46067,112,0.112,7291,7.291,1.5361
46069,20,0.02,1301,1.301,1.5373
46071,37,0.037,3344,3.344,1.1065
46073,99,0.099,2013,2.013,4.9180
46075,17,0.017,903,0.903,1.8826
46077,61,0.061,4939,4.939,1.2351
46079,206,0.206,12797,12.797,1.6098
46081,442,0.442,25844,25.844,1.7103
46083,1474,1.474,61128,61.128,2.4113
46085,172,0.172,3781,3.781,4.5491
46087,113,0.113,5586,5.586,2.0229
46089,37,0.037,2379,2.379,1.5553
46091,46,0.046,4935,4.935,0.9321
46093,584,0.584,28332,28.332,2.0613
46095,32,0.032,2061,2.061,1.5526
46097,27,0.027,2216,2.216,1.2184
46099,6931,6.931,193134,193.134,3.5887
46101,101,0.101,6576,6.576,1.5359
46102,312,0.312,14177,14.177,2.2007
46103,2479,2.479,113775,113.775,2.1789
46105,42,0.042,2865,2.865,1.4660
46107,47,0.047,2153,2.153,2.1830
46109,220,0.22,10394,10.394,2.1166
46111,33,0.033,2344,2.344,1.4078
46115,149,0.149,6376,6.376,2.3369
46117,44,0.044,3098,3.098,1.4203
46119,14,0.014,1391,1.391,1.0065
46121,138,0.138,10177,10.177,1.3560
46123,176,0.176,5441,5.441,3.2347
46125,177,0.177,8384,8.384,2.1112
46127,442,0.442,15932,15.932,2.7743
46129,136,0.136,5435,5.435,2.5023
46135,451,0.451,22814,22.814,1.9769
46137,63,0.063,2756,2.756,2.2859
47001,1243,1.243,76978,76.978,1.6147
47003,1387,1.387,49713,49.713,2.7900
47005,343,0.343,16160,16.16,2.1225
47007,866,0.866,15064,15.064,5.7488
47009,2616,2.616,133088,133.088,1.9656
47011,2998,2.998,108110,108.11,2.7731
47013,474,0.474,39842,39.842,1.1897
47015,309,0.309,14678,14.678,2.1052
47017,934,0.934,27767,27.767,3.3637
47019,1199,1.199,56391,56.391,2.1262
47021,832,0.832,40667,40.667,2.0459
47023,656,0.656,17297,17.297,3.7926
47025,450,0.45,31959,31.959,1.4081
47027,246,0.246,7615,7.615,3.2305
47029,765,0.765,36004,36.004,2.1248
47031,1318,1.318,56520,56.52,2.3319
47033,565,0.565,14230,14.23,3.9705
47035,1234,1.234,60520,60.52,2.0390
47037,26940,26.94,694144,694.144,3.8810
47039,545,0.545,11663,11.663,4.6729
47041,578,0.578,20490,20.49,2.8209
47043,1309,1.309,53948,53.948,2.4264
47045,1465,1.465,37159,37.159,3.9425
47047,1239,1.239,41133,41.133,3.0122
47049,593,0.593,18523,18.523,3.2014
47051,1017,1.017,42208,42.208,2.4095
47053,1773,1.773,49133,49.133,3.6086
47055,659,0.659,29464,29.464,2.2366
47057,408,0.408,23320,23.32,1.7496
47059,1189,1.189,69069,69.069,1.7215
47061,343,0.343,13427,13.427,2.5546
47063,1971,1.971,64934,64.934,3.0354
47065,9741,9.741,367804,367.804,2.6484
47067,110,0.11,6620,6.62,1.6616
47069,1598,1.598,25050,25.05,6.3792
47071,1089,1.089,25652,25.652,4.2453
47073,850,0.85,56786,56.786,1.4968
47075,1020,1.02,17304,17.304,5.8946
47077,1206,1.206,28117,28.117,4.2892
47079,644,0.644,32345,32.345,1.9910
47081,624,0.624,25178,25.178,2.4784
47083,272,0.272,8201,8.201,3.3167
47085,279,0.279,18582,18.582,1.5015
47087,343,0.343,11786,11.786,2.9102
47089,1171,1.171,54495,54.495,2.1488
47091,757,0.757,17788,17.788,4.2557
47093,9737,9.737,470313,470.313,2.0703
47095,928,0.928,7016,7.016,13.2269
47097,1030,1.03,25633,25.633,4.0183
47099,1122,1.122,44142,44.142,2.5418
47101,214,0.214,12268,12.268,1.7444
47103,651,0.651,34366,34.366,1.8943
47105,1239,1.239,54068,54.068,2.2916
47107,1179,1.179,53794,53.794,2.1917
47109,938,0.938,25694,25.694,3.6507
47111,1073,1.073,24602,24.602,4.3614
47113,3096,3.096,97984,97.984,3.1597
47115,560,0.56,28907,28.907,1.9372
47117,794,0.794,34375,34.375,2.3098
47119,2472,2.472,96387,96.387,2.5647
47121,232,0.232,12422,12.422,1.8677
47123,1094,1.094,46545,46.545,2.3504
47125,3178,3.178,208993,208.993,1.5206
47127,188,0.188,6488,6.488,2.8977
47129,327,0.327,21403,21.403,1.5278
47131,1244,1.244,30069,30.069,4.1372
47133,791,0.791,22241,22.241,3.5565
47135,154,0.154,8076,8.076,1.9069
47137,130,0.13,5048,5.048,2.5753
47139,413,0.413,16832,16.832,2.4537
47141,3419,3.419,80245,80.245,4.2607
47143,870,0.87,33167,33.167,2.6231
47145,926,0.926,53382,53.382,1.7347
47147,2266,2.266,71813,71.813,3.1554
47149,9579,9.579,332285,332.285,2.8828
47151,227,0.227,22068,22.068,1.0286
47153,249,0.249,15026,15.026,1.6571
47155,2698,2.698,98250,98.25,2.7461
47157,31321,31.321,937166,937.166,3.3421
47159,762,0.762,20157,20.157,3.7803
47161,221,0.221,13715,13.715,1.6114
47163,2290,2.29,158348,158.348,1.4462
47165,4968,4.968,191283,191.283,2.5972
47167,1874,1.874,61599,61.599,3.0423
47169,1676,1.676,11284,11.284,14.8529
47171,293,0.293,17883,17.883,1.6384
47173,390,0.39,19972,19.972,1.9527
47175,168,0.168,5872,5.872,2.8610
47177,1091,1.091,41277,41.277,2.6431
47179,2406,2.406,129375,129.375,1.8597
47181,1509,1.509,16673,16.673,9.0506
47183,1248,1.248,33328,33.328,3.7446
47185,864,0.864,27345,27.345,3.1596
47187,5455,5.455,238412,238.412,2.2881
47189,3636,3.636,144657,144.657,2.5135
48001,2829,2.829,57735,57.735,4.9000
48003,425,0.425,18705,18.705,2.2721
48005,2163,2.163,86715,86.715,2.4944
48007,323,0.323,23510,23.51,1.3739
48009,87,0.087,8553,8.553,1.0172
48011,13,0.013,1887,1.887,0.6889
48013,1165,1.165,51153,51.153,2.2775
48015,498,0.498,30032,30.032,1.6582
48017,226,0.226,7000,7,3.2286
48019,160,0.16,23112,23.112,0.6923
48021,1853,1.853,88723,88.723,2.0885
48023,20,0.02,3509,3.509,0.5700
48025,1816,1.816,32565,32.565,5.5765
48027,5590,5.59,362924,362.924,1.5403
48029,57936,57.936,2003554,2003.554,2.8917
48031,145,0.145,11931,11.931,1.2153
48033,1,0.001,654,0.654,0.1529
48035,342,0.342,18685,18.685,1.8303
48037,1430,1.43,93245,93.245,1.5336
48039,11485,11.485,374264,374.264,3.0687
48041,6492,6.492,229211,229.211,2.8323
48043,220,0.22,9203,9.203,2.3905
48045,14,0.014,1546,1.546,0.9056
48047,322,0.322,7093,7.093,4.5397
48049,587,0.587,37864,37.864,1.5503
48051,347,0.347,18443,18.443,1.8815
48053,756,0.756,48155,48.155,1.5699
48055,1550,1.55,43664,43.664,3.5498
48057,828,0.828,21290,21.29,3.8891
48059,97,0.097,13943,13.943,0.6957
48061,22876,22.876,423163,423.163,5.4060
48063,360,0.36,13094,13.094,2.7494
48065,29,0.029,5926,5.926,0.4894
48067,383,0.383,30026,30.026,1.2756
48069,263,0.263,7530,7.53,3.4927
48071,1356,1.356,43837,43.837,3.0933
48073,1569,1.569,52646,52.646,2.9803
48075,75,0.075,7306,7.306,1.0266
48077,79,0.079,10471,10.471,0.7545
48079,53,0.053,2853,2.853,1.8577
48081,53,0.053,3387,3.387,1.5648
48083,79,0.079,8175,8.175,0.9664
48085,14109,14.109,1034730,1034.73,1.3635
48087,19,0.019,2920,2.92,0.6507
48089,486,0.486,21493,21.493,2.2612
48091,2748,2.748,156209,156.209,1.7592
48093,310,0.31,13635,13.635,2.2736
48095,134,0.134,2726,2.726,4.9156
48097,461,0.461,41257,41.257,1.1174
48099,1834,1.834,75951,75.951,2.4147
48101,29,0.029,1398,1.398,2.0744
48103,72,0.072,4797,4.797,1.5009
48105,164,0.164,3464,3.464,4.7344
48107,88,0.088,5737,5.737,1.5339
48109,55,0.055,2171,2.171,2.5334
48111,258,0.258,7287,7.287,3.5406
48113,82410,82.41,2635516,2635.516,3.1269
48115,462,0.462,12728,12.728,3.6298
48117,901,0.901,18546,18.546,4.8582
48119,29,0.029,5331,5.331,0.5440
48121,12242,12.242,887207,887.207,1.3798
48123,996,0.996,20160,20.16,4.9405
48125,50,0.05,2211,2.211,2.2614
48127,257,0.257,10124,10.124,2.5385
48129,66,0.066,3278,3.278,2.0134
48131,448,0.448,11157,11.157,4.0154
48133,183,0.183,18360,18.36,0.9967
48135,3172,3.172,166223,166.223,1.9083
48137,67,0.067,1932,1.932,3.4679
48139,4459,4.459,184826,184.826,2.4125
48141,24666,24.666,839238,839.238,2.9391
48143,884,0.884,42698,42.698,2.0704
48145,293,0.293,17297,17.297,1.6939
48147,691,0.691,35514,35.514,1.9457
48149,492,0.492,25346,25.346,1.9411
48151,67,0.067,3830,3.83,1.7493
48153,111,0.111,5712,5.712,1.9433
48155,13,0.013,1155,1.155,1.1255
48157,16472,16.472,811688,811.688,2.0294
48159,136,0.136,10725,10.725,1.2681
48161,417,0.417,19717,19.717,2.1149
48163,984,0.984,20306,20.306,4.8459
48165,356,0.356,21492,21.492,1.6564
48167,11697,11.697,342139,342.139,3.4188
48169,105,0.105,6229,6.229,1.6857
48171,321,0.321,26988,26.988,1.1894
48173,9,0.009,1409,1.409,0.6388
