countyFIPS,cases,cases_per_thousand,population,pop_thousand,cases_per_pop
17101,267,0.267,15678,15.678,1.7030
17103,412,0.412,34096,34.096,1.2084
17105,418,0.418,35648,35.648,1.1726
17107,473,0.473,28618,28.618,1.6528
17109,497,0.497,29682,29.682,1.6744
17111,4683,4.683,307774,307.774,1.5216
17113,3346,3.346,171517,171.517,1.9508
17115,1672,1.672,104009,104.009,1.6076
17117,576,0.576,44926,44.926,1.2821
17119,5888,5.888,262966,262.966,2.2391
17121,595,0.595,37205,37.205,1.5992
17123,113,0.113,11438,11.438,0.9879
17125,167,0.167,13359,13.359,1.2501
17127,121,0.121,13772,13.772,0.8786
17129,129,0.129,12196,12.196,1.0577
17131,145,0.145,15437,15.437,0.9393
17133,697,0.697,34637,34.637,2.0123
17135,398,0.398,28414,28.414,1.4007
17137,680,0.68,33658,33.658,2.0203
17139,230,0.23,14501,14.501,1.5861
17141,758,0.758,50643,50.643,1.4968
17143,3583,3.583,179179,179.179,1.9997
17145,360,0.36,20916,20.916,1.7212
17147,145,0.145,16344,16.344,0.8872
17149,144,0.144,15561,15.561,0.9254
17151,30,0.03,4177,4.177,0.7182
17153,187,0.187,5335,5.335,3.5052
17155,64,0.064,5739,5.739,1.1152
17157,966,0.966,31782,31.782,3.0395
17159,227,0.227,15513,15.513,1.4633
17161,3112,3.112,141879,141.879,2.1934
17163,6796,6.796,259686,259.686,2.6170
17165,372,0.372,23491,23.491,1.5836
17167,2521,2.521,194672,194.672,1.2950
17169,53,0.053,6768,6.768,0.7831
17171,80,0.08,4951,4.951,1.6158
17173,415,0.415,21634,21.634,1.9183
17175,56,0.056,5342,5.342,1.0483
17177,552,0.552,44498,44.498,1.2405
17179,1839,1.839,131803,131.803,1.3953
17181,530,0.53,16653,16.653,3.1826
17183,882,0.882,75758,75.758,1.1642
17185,163,0.163,11520,11.52,1.4149
17187,338,0.338,16844,16.844,2.0066
17189,224,0.224,13887,13.887,1.6130
17191,310,0.31,16215,16.215,1.9118
17193,182,0.182,13537,13.537,1.3445
17195,795,0.795,55175,55.175,1.4409
17197,14331,14.331,690743,690.743,2.0747
17199,1442,1.442,66597,66.597,2.1653
17201,6455,6.455,282572,282.572,2.2844
17203,441,0.441,38459,38.459,1.1467
18001,512,0.512,35777,35.777,1.4311
18003,6488,6.488,379299,379.299,1.7105
18005,1224,1.224,83779,83.779,1.4610
18007,87,0.087,8748,8.748,0.9945
18009,134,0.134,11758,11.758,1.1396
18011,1031,1.031,67843,67.843,1.5197
18013,103,0.103,15092,15.092,0.6825
18015,285,0.285,20257,20.257,1.4069
18017,1987,1.987,37689,37.689,5.2721
18019,2334,2.334,118302,118.302,1.9729
18021,317,0.317,26225,26.225,1.2088
18023,655,0.655,32399,32.399,2.0217
18025,115,0.115,10577,10.577,1.0873
18027,691,0.691,33351,33.351,2.0719
18029,695,0.695,49458,49.458,1.4052
18031,490,0.49,26559,26.559,1.8449
18033,504,0.504,43475,43.475,1.1593
18035,2069,2.069,114135,114.135,1.8128
18037,1043,1.043,42736,42.736,2.4406
18039,6894,6.894,206341,206.341,3.3411
18041,539,0.539,23102,23.102,2.3331
18043,1439,1.439,78522,78.522,1.8326
18045,134,0.134,16346,16.346,0.8198
18047,326,0.326,22758,22.758,1.4325
18049,250,0.25,19974,19.974,1.2516
18051,575,0.575,33659,33.659,1.7083
18053,1334,1.334,65769,65.769,2.0283
18055,439,0.439,31922,31.922,1.3752
18057,5062,5.062,338011,338.011,1.4976
18059,971,0.971,78168,78.168,1.2422
18061,609,0.609,40515,40.515,1.5031
18063,2836,2.836,170311,170.311,1.6652
18065,856,0.856,47972,47.972,1.7844
18067,1371,1.371,82544,82.544,1.6609
18069,263,0.263,36520,36.52,0.7202
18071,789,0.789,44231,44.231,1.7838
18073,408,0.408,33562,33.562,1.2157
18075,205,0.205,20436,20.436,1.0031
18077,255,0.255,32308,32.308,0.7893
18079,322,0.322,27735,27.735,1.1610
18081,2448,2.448,158167,158.167,1.5477
18083,553,0.553,36594,36.594,1.5112
18085,1327,1.327,79456,79.456,1.6701
18087,660,0.66,39614,39.614,1.6661
18089,10931,10.931,485493,485.493,2.2515
18091,1562,1.562,109888,109.888,1.4214
18093,537,0.537,45370,45.37,1.1836
18095,1785,1.785,129569,129.569,1.3776
18097,21953,21.953,964582,964.582,2.2759
18099,1030,1.03,46258,46.258,2.2266
18101,172,0.172,10255,10.255,1.6772
18103,447,0.447,35516,35.516,1.2586
18105,2730,2.73,148431,148.431,1.8392
18107,515,0.515,38338,38.338,1.3433
18109,760,0.76,70489,70.489,1.0782
18111,176,0.176,13984,13.984,1.2586
18113,940,0.94,47744,47.744,1.9688
18115,79,0.079,5875,5.875,1.3447
18117,292,0.292,19646,19.646,1.4863
18119,175,0.175,20799,20.799,0.8414
18121,120,0.12,16937,16.937,0.7085
18123,240,0.24,19169,19.169,1.2520
18125,219,0.219,12389,12.389,1.7677
18127,2275,2.275,170389,170.389,1.3352
18129,381,0.381,25427,25.427,1.4984
18131,116,0.116,12353,12.353,0.9390
18133,606,0.606,37576,37.576,1.6127
18135,268,0.268,24665,24.665,1.0866
18137,314,0.314,28324,28.324,1.1086
18139,204,0.204,16581,16.581,1.2303
18141,6876,6.876,271826,271.826,2.5296
18143,406,0.406,23873,23.873,1.7007
18145,1182,1.182,44729,44.729,2.6426
18147,288,0.288,20277,20.277,1.4203
18149,280,0.28,22995,22.995,1.2177
18151,414,0.414,34594,34.594,1.1967
18153,347,0.347,20669,20.669,1.6788
18155,71,0.071,10751,10.751,0.6604
18157,2690,2.69,195732,195.732,1.3743
18159,239,0.239,15148,15.148,1.5778
18161,105,0.105,7054,7.054,1.4885
18163,3970,3.97,181451,181.451,2.1879
18165,137,0.137,15498,15.498,0.8840
18167,1938,1.938,107038,107.038,1.8106
18169,280,0.28,30996,30.996,0.9033
18171,43,0.043,8265,8.265,0.5203
18173,1449,1.449,62998,62.998,2.3001
18175,273,0.273,28036,28.036,0.9737
18177,1153,1.153,65884,65.884,1.7500
18179,296,0.296,28296,28.296,1.0461
18181,493,0.493,24102,24.102,2.0455
18183,295,0.295,33964,33.964,0.8686
19001,76,0.076,7152,7.152,1.0626
19003,38,0.038,3602,3.602,1.0550
19005,265,0.265,13687,13.687,1.9361
19007,144,0.144,12426,12.426,1.1589
19009,92,0.092,5496,5.496,1.6739
19011,346,0.346,25645,25.645,1.3492
19013,4578,4.578,131228,131.228,3.4886
19015,533,0.533,26234,26.234,2.0317
19017,514,0.514,25062,25.062,2.0509
19019,300,0.3,21175,21.175,1.4168
19021,2028,2.028,19620,19.62,10.3364
19023,281,0.281,14439,14.439,1.9461
19025,198,0.198,9668,9.668,2.0480
19027,711,0.711,20165,20.165,3.5259
19029,183,0.183,12836,12.836,1.4257
19031,262,0.262,18627,18.627,1.4066
19033,1080,1.08,42450,42.45,2.5442
19035,275,0.275,11235,11.235,2.4477
19037,279,0.279,11933,11.933,2.3381
19039,270,0.27,9395,9.395,2.8739
19041,359,0.359,16016,16.016,2.2415
19043,273,0.273,17549,17.549,1.5556
19045,1156,1.156,46429,46.429,2.4898
19047,1117,1.117,16820,16.82,6.6409
19049,2872,2.872,93453,93.453,3.0732
19051,130,0.13,9000,9,1.4444
19053,67,0.067,7870,7.87,0.8513
19055,468,0.468,17011,17.011,2.7512
19057,831,0.831,38967,38.967,2.1326
19059,556,0.556,17258,17.258,3.2217
19061,3486,3.486,97311,97.311,3.5823
19063,285,0.285,9208,9.208,3.0951
19065,241,0.241,19650,19.65,1.2265
19067,360,0.36,15642,15.642,2.3015
19069,353,0.353,10070,10.07,3.5055
19071,127,0.127,6960,6.96,1.8247
19073,109,0.109,8888,8.888,1.2264
19075,230,0.23,12232,12.232,1.8803
19077,273,0.273,10689,10.689,2.5540
19079,337,0.337,14773,14.773,2.2812
19081,205,0.205,10630,10.63,1.9285
19083,315,0.315,16846,16.846,1.8699
19085,290,0.29,14049,14.049,2.0642
19087,778,0.778,19954,19.954,3.8990
19089,193,0.193,9158,9.158,2.1074
19091,196,0.196,9558,9.558,2.0506
19093,135,0.135,6860,6.86,1.9679
19095,230,0.23,16184,16.184,1.4212
19097,370,0.37,19439,19.439,1.9034
19099,884,0.884,37185,37.185,2.3773
19101,142,0.142,18295,18.295,0.7762
19103,5205,5.205,151140,151.14,3.4438
19105,298,0.298,20681,20.681,1.4409
19107,121,0.121,10246,10.246,1.1809
19109,292,0.292,14813,14.813,1.9712
19111,671,0.671,33657,33.657,1.9936
19113,4219,4.219,226706,226.706,1.8610
19115,439,0.439,11035,11.035,3.9783
19117,159,0.159,8600,8.6,1.8488
19119,390,0.39,11755,11.755,3.3177
19121,247,0.247,16338,16.338,1.5118
19123,436,0.436,22095,22.095,1.9733
19125,779,0.779,33253,33.253,2.3426
19127,1804,1.804,39369,39.369,4.5823
19129,205,0.205,15109,15.109,1.3568
19131,196,0.196,10586,10.586,1.8515
19133,167,0.167,8615,8.615,1.9385
19135,164,0.164,7707,7.707,2.1279
19137,100,0.1,9917,9.917,1.0084
19139,1140,1.14,42664,42.664,2.6720
19141,423,0.423,13753,13.753,3.0757
19143,181,0.181,5958,5.958,3.0379
19145,208,0.208,15107,15.107,1.3768
19147,218,0.218,8886,8.886,2.4533
19149,1213,1.213,25177,25.177,4.8179
19151,168,0.168,6619,6.619,2.5381
19153,16235,16.235,490161,490.161,3.3122
19155,2244,2.244,93206,93.206,2.4076
19157,332,0.332,18504,18.504,1.7942
19159,53,0.053,4894,4.894,1.0830
19161,277,0.277,9721,9.721,2.8495
19163,3136,3.136,172943,172.943,1.8133
19165,278,0.278,11454,11.454,2.4271
19167,1765,1.765,34855,34.855,5.0638
19169,3512,3.512,97117,97.117,3.6163
19171,762,0.762,16854,16.854,4.5212
19173,148,0.148,6121,6.121,2.4179
19175,148,0.148,12241,12.241,1.2091
19177,122,0.122,7044,7.044,1.7320
19179,1350,1.35,34969,34.969,3.8606
19181,978,0.978,51466,51.466,1.9003
19183,494,0.494,21965,21.965,2.2490
19185,89,0.089,6441,6.441,1.3818
19187,1330,1.33,35904,35.904,3.7043
19189,326,0.326,10354,10.354,3.1485
19191,346,0.346,19991,19.991,1.7308
19193,5705,5.705,103107,103.107,5.5331
19195,111,0.111,7381,7.381,1.5039
19197,603,0.603,12562,12.562,4.8002
20001,61,0.061,12369,12.369,0.4932
20003,80,0.08,7858,7.858,1.0181
20005,308,0.308,16073,16.073,1.9163
20007,9,0.009,4427,4.427,0.2033
20009,507,0.507,25779,25.779,1.9667
20011,217,0.217,14534,14.534,1.4931
20013,137,0.137,9564,9.564,1.4325
20015,985,0.985,66911,66.911,1.4721
20017,82,0.082,2648,2.648,3.0967
20019,19,0.019,3250,3.25,0.5846
20021,511,0.511,19939,19.939,2.5628
20023,68,0.068,2657,2.657,2.5593
20025,52,0.052,1994,1.994,2.6078
20027,52,0.052,8002,8.002,0.6498
20029,71,0.071,8786,8.786,0.8081
20031,124,0.124,8179,8.179,1.5161
20033,12,0.012,1700,1.7,0.7059
20035,389,0.389,34908,34.908,1.1144
20037,1098,1.098,38818,38.818,2.8286
20039,25,0.025,2827,2.827,0.8843
20041,208,0.208,18466,18.466,1.1264
20043,114,0.114,7600,7.6,1.5000
20045,2391,2.391,122259,122.259,1.9557
20047,51,0.051,2798,2.798,1.8227
20049,6,0.006,2530,2.53,0.2372
20051,1026,1.026,28553,28.553,3.5933
20053,58,0.058,6102,6.102,0.9505
20055,2210,2.21,36467,36.467,6.0603
20057,2902,2.902,33619,33.619,8.6320
20059,393,0.393,25544,25.544,1.5385
20061,427,0.427,31670,31.67,1.3483
20063,37,0.037,2636,2.636,1.4036
20065,35,0.035,2482,2.482,1.4102
20067,274,0.274,7150,7.15,3.8322
20069,127,0.127,5988,5.988,2.1209
20071,9,0.009,1232,1.232,0.7305
20073,49,0.049,5982,5.982,0.8191
20075,46,0.046,2539,2.539,1.8117
20077,120,0.12,5436,5.436,2.2075
20079,361,0.361,34429,34.429,1.0485
20081,126,0.126,3968,3.968,3.1754
20083,24,0.024,1794,1.794,1.3378
20085,246,0.246,13171,13.171,1.8677
20087,198,0.198,19043,19.043,1.0398
20089,17,0.017,2879,2.879,0.5905
20091,11575,11.575,602401,602.401,1.9215
20093,100,0.1,3838,3.838,2.6055
20095,100,0.1,7152,7.152,1.3982
20097,27,0.027,2475,2.475,1.0909
20099,246,0.246,19618,19.618,1.2540
20101,14,0.014,1535,1.535,0.9121
20103,2258,2.258,81758,81.758,2.7618
20105,14,0.014,2962,2.962,0.4727
20107,83,0.083,9703,9.703,0.8554
20109,29,0.029,2794,2.794,1.0379
20111,1088,1.088,33195,33.195,3.2776
20113,270,0.27,28542,28.542,0.9460
20115,102,0.102,11884,11.884,0.8583
20117,30,0.03,9707,9.707,0.3091
20119,136,0.136,4033,4.033,3.3722
20121,412,0.412,34237,34.237,1.2034
20123,46,0.046,5979,5.979,0.7694
20125,435,0.435,31829,31.829,1.3667
20127,41,0.041,5620,5.62,0.7295
20129,17,0.017,2587,2.587,0.6571
20131,128,0.128,10231,10.231,1.2511
20133,173,0.173,16007,16.007,1.0808
20135,92,0.092,2750,2.75,3.3455
20137,35,0.035,5361,5.361,0.6529
20139,114,0.114,15949,15.949,0.7148
20141,11,0.011,3421,3.421,0.3215
20143,58,0.058,5704,5.704,1.0168
20145,385,0.385,6414,6.414,6.0025
20147,122,0.122,5234,5.234,2.3309
20149,278,0.278,24383,24.383,1.1401
20151,74,0.074,9164,9.164,0.8075
20153,44,0.044,2530,2.53,1.7391
20155,1155,1.155,61998,61.998,1.8630
20157,49,0.049,4636,4.636,1.0569
20159,84,0.084,9537,9.537,0.8808
20161,1857,1.857,74232,74.232,2.5016
20163,99,0.099,4920,4.92,2.0122
20165,66,0.066,3036,3.036,2.1739
20167,97,0.097,6856,6.856,1.4148
20169,776,0.776,54224,54.224,1.4311
20171,105,0.105,4823,4.823,2.1771
20173,9102,9.102,516042,516.042,1.7638
20175,1731,1.731,21428,21.428,8.0782
20177,2804,2.804,176875,176.875,1.5853
20179,28,0.028,2521,2.521,1.1107
20181,42,0.042,5917,5.917,0.7098
20183,8,0.008,3583,3.583,0.2233
20185,59,0.059,4156,4.156,1.4196
20187,67,0.067,2006,2.006,3.3400
20189,138,0.138,5485,5.485,2.5160
20191,208,0.208,22836,22.836,0.9108
20193,152,0.152,7777,7.777,1.9545
20195,38,0.038,2803,2.803,1.3557
20197,72,0.072,6931,6.931,1.0388
20199,19,0.019,1518,1.518,1.2516
20201,22,0.022,5406,5.406,0.4070
20203,5,0.005,2119,2.119,0.2360
20205,64,0.064,8525,8.525,0.7507
20207,23,0.023,3138,3.138,0.7330
20209,7163,7.163,165429,165.429,4.3300
21001,316,0.316,19202,19.202,1.6457
21003,375,0.375,21315,21.315,1.7593
21005,171,0.171,22747,22.747,0.7517
21007,58,0.058,7888,7.888,0.7353
21009,802,0.802,44249,44.249,1.8125
21011,90,0.09,12500,12.5,0.7200
21013,513,0.513,26032,26.032,1.9707
21015,1621,1.621,133581,133.581,1.2135
21017,204,0.204,19788,19.788,1.0309
21019,476,0.476,46718,46.718,1.0189
21021,297,0.297,30060,30.06,0.9880
21023,41,0.041,8303,8.303,0.4938
21025,92,0.092,12630,12.63,0.7284
21027,140,0.14,20477,20.477,0.6837
21029,921,0.921,81676,81.676,1.1276
21031,341,0.341,12879,12.879,2.6477
21033,169,0.169,12747,12.747,1.3258
21035,630,0.63,39001,39.001,1.6153
21037,900,0.9,93584,93.584,0.9617
21039,84,0.084,4760,4.76,1.7647
21041,202,0.202,10631,10.631,1.9001
21043,201,0.201,26797,26.797,0.7501
21045,276,0.276,16159,16.159,1.7080
21047,1351,1.351,70461,70.461,1.9174
21049,328,0.328,36263,36.263,0.9045
21051,335,0.335,19901,19.901,1.6833
21053,127,0.127,10218,10.218,1.2429
21055,122,0.122,8806,8.806,1.3854
21057,104,0.104,6614,6.614,1.5724
21059,1452,1.452,101511,101.511,1.4304
21061,138,0.138,12150,12.15,1.1358
21063,42,0.042,7517,7.517,0.5587
21065,173,0.173,14106,14.106,1.2264
21067,6612,6.612,323152,323.152,2.0461
21069,85,0.085,14581,14.581,0.5830
21071,198,0.198,35589,35.589,0.5564
21073,677,0.677,50991,50.991,1.3277
21075,159,0.159,5969,5.969,2.6638
21077,99,0.099,8869,8.869,1.1162
21079,170,0.17,17666,17.666,0.9623
21081,172,0.172,25069,25.069,0.6861
21083,753,0.753,37266,37.266,2.0206
21085,411,0.411,26427,26.427,1.5552
21087,277,0.277,10941,10.941,2.5318
21089,439,0.439,35098,35.098,1.2508
21091,90,0.09,8722,8.722,1.0319
21093,1371,1.371,110958,110.958,1.2356
21095,446,0.446,26010,26.01,1.7147
21097,183,0.183,18886,18.886,0.9690
21099,184,0.184,19035,19.035,0.9666
21101,812,0.812,45210,45.21,1.7961
21103,202,0.202,16126,16.126,1.2526
21105,78,0.078,4380,4.38,1.7808
21107,656,0.656,44686,44.686,1.4680
21109,375,0.375,13329,13.329,2.8134
21111,16143,16.143,766757,766.757,2.1054
21113,638,0.638,54115,54.115,1.1790
21115,162,0.162,22188,22.188,0.7301
21117,2079,2.079,166998,166.998,1.2449
21119,223,0.223,14806,14.806,1.5061
21121,520,0.52,31145,31.145,1.6696
21123,139,0.139,14398,14.398,0.9654
21125,974,0.974,60813,60.813,1.6016
21127,58,0.058,15317,15.317,0.3787
21129,18,0.018,7403,7.403,0.2431
21131,81,0.081,9877,9.877,0.8201
21133,173,0.173,21553,21.553,0.8027
21135,222,0.222,13275,13.275,1.6723
21137,213,0.213,24549,24.549,0.8677
21139,91,0.091,9194,9.194,0.9898
21141,570,0.57,27102,27.102,2.1032
21143,78,0.078,8210,8.21,0.9501
21145,777,0.777,65418,65.418,1.1877
21147,188,0.188,17231,17.231,1.0911
21149,82,0.082,9207,9.207,0.8906
21151,1851,1.851,92987,92.987,1.9906
21153,96,0.096,12161,12.161,0.7894
21155,240,0.24,19273,19.273,1.2453
21157,324,0.324,31100,31.1,1.0418
21159,82,0.082,11195,11.195,0.7325
21161,126,0.126,17070,17.07,0.7381
21163,234,0.234,28572,28.572,0.8190
21165,53,0.053,6489,6.489,0.8168
21167,255,0.255,21933,21.933,1.1626
21169,121,0.121,10071,10.071,1.2015
21171,214,0.214,10650,10.65,2.0094
21173,291,0.291,28157,28.157,1.0335
21175,65,0.065,13309,13.309,0.4884
21177,787,0.787,30622,30.622,2.5700
21179,522,0.522,46233,46.233,1.1291
21181,39,0.039,7269,7.269,0.5365
21183,465,0.465,23994,23.994,1.9380
21185,1151,1.151,66799,66.799,1.7231
21187,102,0.102,10901,10.901,0.9357
21189,42,0.042,4415,4.415,0.9513
21191,100,0.1,14590,14.59,0.6854
21193,343,0.343,25758,25.758,1.3316
21195,472,0.472,57876,57.876,0.8155
21197,100,0.1,12359,12.359,0.8091
21199,817,0.817,64979,64.979,1.2573
21201,12,0.012,2108,2.108,0.5693
21203,178,0.178,16695,16.695,1.0662
21205,251,0.251,24460,24.46,1.0262
21207,259,0.259,17923,17.923,1.4451
21209,803,0.803,57004,57.004,1.4087
21211,1092,1.092,49024,49.024,2.2275
21213,286,0.286,18572,18.572,1.5400
21215,218,0.218,19351,19.351,1.1266
21217,309,0.309,25769,25.769,1.1991
21219,190,0.19,12294,12.294,1.5455
21221,182,0.182,14651,14.651,1.2422
21223,69,0.069,8471,8.471,0.8145
21225,355,0.355,14381,14.381,2.4685
21227,4418,4.418,132896,132.896,3.3244
21229,147,0.147,12095,12.095,1.2154
21231,160,0.16,20333,20.333,0.7869
21233,175,0.175,12942,12.942,1.3522
21235,430,0.43,36264,36.264,1.1857
21237,42,0.042,7157,7.157,0.5868
21239,287,0.287,26734,26.734,1.0735
22001,2982,2.982,62045,62.045,4.8062
22003,1678,1.678,25627,25.627,6.5478
22005,3804,3.804,126604,126.604,3.0046
22007,766,0.766,21891,21.891,3.4992
22009,1564,1.564,40144,40.144,3.8960
22011,1018,1.018,37497,37.497,2.7149
22013,495,0.495,13241,13.241,3.7384
22015,3401,3.401,127039,127.039,2.6771
22017,8765,8.765,240204,240.204,3.6490
22019,7907,7.907,203436,203.436,3.8867
22021,301,0.301,9918,9.918,3.0349
22023,226,0.226,6973,6.973,3.2411
22025,439,0.439,9494,9.494,4.6240
22027,532,0.532,15670,15.67,3.3950
22029,521,0.521,19259,19.259,2.7052
22031,914,0.914,27463,27.463,3.3281
22033,15242,15.242,440059,440.059,3.4636
22035,548,0.548,6861,6.861,7.9872
22037,1745,1.745,19135,19.135,9.1194
22039,1336,1.336,33395,33.395,4.0006
22041,1228,1.228,20015,20.015,6.1354
22043,495,0.495,22389,22.389,2.2109
22045,2971,2.971,69830,69.83,4.2546
22047,1414,1.414,32511,32.511,4.3493
22049,675,0.675,15744,15.744,4.2873
22051,17683,17.683,432493,432.493,4.0886
22053,1264,1.264,31368,31.368,4.0296
22055,9050,9.05,244390,244.39,3.7031
22057,3693,3.693,97614,97.614,3.7833
22059,427,0.427,14892,14.892,2.8673
22061,1408,1.408,46742,46.742,3.0123
22063,3831,3.831,140789,140.789,2.7211
22065,886,0.886,10951,10.951,8.0906
22067,809,0.809,24874,24.874,3.2524
22069,1200,1.2,38158,38.158,3.1448
22071,12738,12.738,390144,390.144,3.2649
22073,6364,6.364,153279,153.279,4.1519
22075,734,0.734,23197,23.197,3.1642
22077,1063,1.063,21730,21.73,4.8919
22079,4302,4.302,129648,129.648,3.3182
22081,365,0.365,8442,8.442,4.3236
22083,794,0.794,20122,20.122,3.9459
22085,879,0.879,23884,23.884,3.6803
22087,1441,1.441,47244,47.244,3.0501
22089,1834,1.834,53100,53.1,3.4539
22091,413,0.413,10132,10.132,4.0762
22093,810,0.81,21096,21.096,3.8396
22095,1595,1.595,42837,42.837,3.7234
22097,3382,3.382,82124,82.124,4.1182
22099,2102,2.102,53431,53.431,3.9340
22101,1947,1.947,49348,49.348,3.9454
22103,7118,7.118,260419,260.419,2.7333
22105,4538,4.538,134758,134.758,3.3675
22107,162,0.162,4334,4.334,3.7379
22109,3661,3.661,110461,110.461,3.3143
22111,997,0.997,22108,22.108,4.5097
22113,2051,2.051,59511,59.511,3.4464
22115,1078,1.078,47429,47.429,2.2729
22117,1654,1.654,46194,46.194,3.5806
22119,1307,1.307,38340,38.34,3.4090
22121,915,0.915,26465,26.465,3.4574
22123,350,0.35,10830,10.83,3.2318
22125,729,0.729,15568,15.568,4.6827
22127,639,0.639,13904,13.904,4.5958
23001,751,0.751,108277,108.277,0.6936
23003,43,0.043,67055,67.055,0.0641
23005,2333,2.333,295003,295.003,0.7908
23007,62,0.062,30199,30.199,0.2053
23009,54,0.054,54987,54.987,0.0982
23011,221,0.221,122302,122.302,0.1807
23013,42,0.042,39772,39.772,0.1056
23015,47,0.047,34634,34.634,0.1357
23017,152,0.152,57975,57.975,0.2622
23019,257,0.257,152148,152.148,0.1689
23021,9,0.009,16785,16.785,0.0536
23023,69,0.069,35856,35.856,0.1924
23025,86,0.086,50484,50.484,0.1704
23027,75,0.075,39715,39.715,0.1888
23029,16,0.016,31379,31.379,0.0510
23031,1211,1.211,207641,207.641,0.5832
24001,484,0.484,70416,70.416,0.6873
24003,10186,10.186,579234,579.234,1.7585
24005,18148,18.148,827370,827.37,2.1935
24009,980,0.98,92525,92.525,1.0592
24011,659,0.659,33406,33.406,1.9727
24013,1975,1.975,168447,168.447,1.1725
24015,1090,1.09,102855,102.855,1.0597
24017,2819,2.819,163257,163.257,1.7267
24019,598,0.598,31929,31.929,1.8729
24021,4117,4.117,259547,259.547,1.5862
24023,75,0.075,29014,29.014,0.2585
24025,3086,3.086,255441,255.441,1.2081
24027,5149,5.149,325690,325.69,1.5810
24029,305,0.305,19422,19.422,1.5704
24031,22679,22.679,1050688,1050.688,2.1585
24033,29617,29.617,909327,909.327,3.2570
24035,669,0.669,50381,50.381,1.3279
24037,1317,1.317,113510,113.51,1.1603
24039,282,0.282,25616,25.616,1.1009
24041,570,0.57,37181,37.181,1.5330
24043,1837,1.837,151049,151.049,1.2162
24045,2016,2.016,103609,103.609,1.9458
24047,1059,1.059,52276,52.276,2.0258
24510,15793,15.793,593490,593.49,2.6610
25001,2023,2.023,212990,212.99,0.9498
25003,759,0.759,124944,124.944,0.6075
25005,10764,10.764,565217,565.217,1.9044
25007,80,0.08,17332,17.332,0.4616
25009,20863,20.863,789034,789.034,2.6441
25011,451,0.451,70180,70.18,0.6426
25013,8627,8.627,466372,466.372,1.8498
25015,1391,1.391,160830,160.83,0.8649
25017,30036,30.036,1611699,1611.699,1.8636
25019,119,0.119,11399,11.399,1.0440
25021,11836,11.836,706775,706.775,1.6746
25023,10318,10.318,521202,521.202,1.9797
25025,25708,25.708,803907,803.907,3.1979
25027,15166,15.166,830622,830.622,1.8259
26001,46,0.046,10405,10.405,0.4421
26003,21,0.021,9108,9.108,0.2306
26005,791,0.791,118081,118.081,0.6699
26007,145,0.145,28405,28.405,0.5105
26009,71,0.071,23324,23.324,0.3044
26011,73,0.073,14883,14.883,0.4905
26013,39,0.039,8209,8.209,0.4751
26015,333,0.333,61550,61.55,0.5410
26017,1035,1.035,103126,103.126,1.0036
26019,83,0.083,17766,17.766,0.4672
26021,1925,1.925,153401,153.401,1.2549
26023,645,0.645,43517,43.517,1.4822
26025,1522,1.522,134159,134.159,1.1345
26027,612,0.612,51787,51.787,1.1818
26029,109,0.109,26143,26.143,0.4169
26031,93,0.093,25276,25.276,0.3679
26033,81,0.081,37349,37.349,0.2169
26035,114,0.114,30950,30.95,0.3683
26037,703,0.703,79595,79.595,0.8832
26039,126,0.126,14029,14.029,0.8981
26041,595,0.595,35784,35.784,1.6628
26043,183,0.183,25239,25.239,0.7251
26045,703,0.703,110268,110.268,0.6375
26047,163,0.163,33415,33.415,0.4878
26049,4772,4.772,405813,405.813,1.1759
26051,108,0.108,25449,25.449,0.4244
26053,169,0.169,13975,13.975,1.2093
26055,503,0.503,93088,93.088,0.5403
26057,298,0.298,40711,40.711,0.7320
26059,362,0.362,45605,45.605,0.7938
26061,582,0.582,35684,35.684,1.6310
26063,227,0.227,30981,30.981,0.7327
26065,3632,3.632,292406,292.406,1.2421
26067,379,0.379,64697,64.697,0.5858
26069,231,0.231,25127,25.127,0.9193
26071,218,0.218,11066,11.066,1.9700
26073,728,0.728,69872,69.872,1.0419
26075,1140,1.14,158510,158.51,0.7192
26077,3100,3.1,265066,265.066,1.1695
26079,90,0.09,18038,18.038,0.4989
26081,10279,10.279,656955,656.955,1.5646
26083,10,0.01,2116,2.116,0.4726
26085,36,0.036,11853,11.853,0.3037
26087,644,0.644,87607,87.607,0.7351
26089,114,0.114,21761,21.761,0.5239
26091,855,0.855,98451,98.451,0.8685
26093,1430,1.43,191995,191.995,0.7448
26095,13,0.013,6229,6.229,0.2087
26097,69,0.069,10799,10.799,0.6389
26099,14909,14.909,873972,873.972,1.7059
26101,82,0.082,24558,24.558,0.3339
26103,400,0.4,66699,66.699,0.5997
26105,136,0.136,29144,29.144,0.4666
26107,234,0.234,43453,43.453,0.5385
26109,442,0.442,22780,22.78,1.9403
26111,641,0.641,83156,83.156,0.7708
26113,65,0.065,15118,15.118,0.4300
26115,1557,1.557,150500,150.5,1.0346
26117,347,0.347,63888,63.888,0.5431
26119,15,0.015,9328,9.328,0.1608
26121,1572,1.572,173566,173.566,0.9057
26123,395,0.395,48980,48.98,0.8065
26125,20922,20.922,1257584,1257.584,1.6637
26127,529,0.529,26467,26.467,1.9987
26129,69,0.069,20997,20.997,0.3286
26131,43,0.043,5720,5.72,0.7517
26133,99,0.099,23460,23.46,0.4220
26135,32,0.032,8241,8.241,0.3883
26137,186,0.186,24668,24.668,0.7540
26139,3548,3.548,291830,291.83,1.2158
