FIPSCode,State,A3a,participated,percentage_participated
4712700000,TN,4652,2956,0.64
4712900000,TN,9770,6839,0.70
4713100000,TN,16588,12355,0.74
4713300000,TN,12650,8356,0.66
4713500000,TN,4466,2881,0.65
4713700000,TN,3670,2662,0.73
4713900000,TN,12794,7107,0.56
4714100000,TN,38304,27500,0.72
4714300000,TN,15821,11290,0.71
4714500000,TN,29481,22143,0.75
4714700000,TN,37234,27374,0.74
4714900000,TN,144659,108612,0.75
4715100000,TN,13469,7203,0.53
4715300000,TN,8300,5748,0.69
4715500000,TN,59041,36655,0.62
4715700000,TN,493688,341731,0.69
4715900000,TN,10388,7505,0.72
4716100000,TN,7684,5336,0.69
4716300000,TN,89172,63449,0.71
4716500000,TN,95458,72251,0.76
4716700000,TN,32190,23687,0.74
4716900000,TN,4674,3203,0.69
4717100000,TN,9640,7282,0.76
4717300000,TN,9489,6306,0.66
4717500000,TN,4148,2447,0.59
4717700000,TN,18941,13844,0.73
4717900000,TN,68094,50432,0.74
4718100000,TN,8432,5893,0.70
4718300000,TN,15937,12365,0.78
4718500000,TN,13996,10016,0.72
4718700000,TN,135821,108234,0.80
4718900000,TN,70969,57466,0.81
4800100000,TX,26724,17109,0.64
4800300000,TX,9145,5002,0.55
4800500000,TX,51603,30280,0.59
4800700000,TX,15541,10761,0.69
4800900000,TX,5818,4346,0.75
4801100000,TX,25,1027,41.08
4801300000,TX,24207,13931,0.58
4801500000,TX,17874,12411,0.69
4801700000,TX,3259,1808,0.55
4801900000,TX,14759,10345,0.70
4802100000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4802300000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4802500000,TX,14181,8572,0.60
4802700000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4802900000,TX,920505,599608,0.65
4803100000,TX,7602,-999999: Data Not Available,0.00
4803300000,TX,457,371,0.81
4803500000,TX,10322,8053,0.78
4803700000,TX,52316,34917,0.67
4803900000,TX,197568,122909,0.62
4804100000,TX,93803,68448,0.73
4804300000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4804500000,TX,1000,746,0.75
4804700000,TX,1182,2536,2.15
4804900000,TX,20882,14236,0.68
4805100000,TX,10580,7073,0.67
4805300000,TX,26426,19517,0.74
4805500000,TX,21892,12056,0.55
4805700000,TX,12891,7082,0.55
4805900000,TX,8040,5684,0.71
4806100000,TX,197060,94995,0.48
4806300000,TX,7589,4584,0.60
4806500000,TX,3994,2994,0.75
4806700000,TX,18185,12582,0.69
4806900000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4807100000,TX,24720,17205,0.70
4807300000,TX,26256,16947,0.65
4807500000,TX,3270,2084,0.64
4807700000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4807900000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4808100000,TX,-999999: Data Not Available,1457,0.00
4808300000,TX,5475,3695,0.67
4808500000,TX,480842,384211,0.80
4808700000,TX,1775,1170,0.66
4808900000,TX,12806,8591,0.67
4809100000,TX,83149,62909,0.76
4809300000,TX,8809,5334,0.61
4809500000,TX,1642,-999999: Data Not Available,0.00
4809700000,TX,22713,16339,0.72
4809900000,TX,15036,18643,1.24
4810100000,TX,987,645,0.65
4810300000,TX,2450,1393,0.57
4810500000,TX,2552,1499,0.59
4810700000,TX,3251,-999999: Data Not Available,0.00
4810900000,TX,1568,786,0.50
4811100000,TX,2639,1558,0.59
4811300000,TX,1132296,770006,0.68
4811500000,TX,7330,-999999: Data Not Available,0.00
4811700000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4811900000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4812100000,TX,405422,302835,0.75
4812300000,TX,10983,6912,0.63
4812500000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4812700000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4812900000,TX,1971,1480,0.75
4813100000,TX,7139,4277,0.60
4813300000,TX,11332,7089,0.63
4813500000,TX,67334,-999999: Data Not Available,0.00
4813700000,TX,1414,1103,0.78
4813900000,TX,92188,64355,0.70
4814100000,TX,389978,218890,0.56
4814300000,TX,20409,14193,0.70
4814500000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4814700000,TX,18696,12306,0.66
4814900000,TX,15835,11276,0.71
4815100000,TX,2590,1755,0.68
4815300000,TX,-888888: Not Applicable,2044,0.00
4815500000,TX,818,523,0.64
4815700000,TX,372880,269445,0.72
4815900000,TX,5983,4716,0.79
4816100000,TX,10774,8438,0.78
4816300000,TX,7582,5099,0.67
4816500000,TX,8165,4715,0.58
4816700000,TX,186110,124979,0.67
4816900000,TX,2721,1495,0.55
4817100000,TX,17501,13453,0.77
4817300000,TX,773,606,0.78
4817500000,TX,5531,3778,0.68
4817700000,TX,12267,-999999: Data Not Available,0.00
4817900000,TX,10938,7539,0.69
4818100000,TX,70638,47808,0.68
4818300000,TX,59931,42358,0.71
4818500000,TX,14168,9622,0.68
4818700000,TX,84531,58520,0.69
4818900000,TX,16471,9051,0.55
4819100000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4819300000,TX,5058,3643,0.72
4819500000,TX,2807,-999999: Data Not Available,0.00
4819700000,TX,2285,1895,0.83
4819900000,TX,38154,-999999: Data Not Available,0.00
4820100000,TX,1945627,1338898,0.69
4820300000,TX,40269,26991,0.67
4820500000,TX,2464,1856,0.75
4820700000,TX,2929,1982,0.68
4820900000,TX,109832,74016,0.67
4821100000,TX,2264,1721,0.76
4821300000,TX,46217,30904,0.67
4821500000,TX,338990,176160,0.52
4821700000,TX,21175,13113,0.62
4821900000,TX,12580,7490,0.60
4822100000,TX,34581,26745,0.77
4822300000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4822500000,TX,12591,8472,0.67
4822700000,TX,14805,8800,0.59
4822900000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4823100000,TX,47045,33764,0.72
4823300000,TX,12271,8351,0.68
4823500000,TX,1147,786,0.69
4823700000,TX,4622,3395,0.73
4823900000,TX,-888888: Not Applicable,5344,0.00
4824100000,TX,21485,13533,0.63
4824300000,TX,1526,1198,0.79
4824500000,TX,135124,88872,0.66
4824700000,TX,3925,2186,0.56
4824900000,TX,24241,12573,0.52
4825100000,TX,83519,58102,0.70
4825300000,TX,10099,6042,0.60
4825500000,TX,7257,4299,0.59
4825700000,TX,64199,44228,0.69
4825900000,TX,26600,20590,0.77
4826100000,TX,260,204,0.78
4826300000,TX,577,500,0.87
4826500000,TX,34640,23499,0.68
4826700000,TX,2706,2117,0.78
4826900000,TX,186,162,0.87
4827100000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4827300000,TX,16237,9679,0.60
4827500000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4827700000,TX,28688,18823,0.66
4827900000,TX,7302,4185,0.57
4828100000,TX,-888888: Not Applicable,8413,0.00
4828300000,TX,3778,2115,0.56
4828500000,TX,12289,8733,0.71
4828700000,TX,9586,6617,0.69
4828900000,TX,10391,7486,0.72
4829100000,TX,38877,-999999: Data Not Available,0.00
4829300000,TX,12226,7828,0.64
4829500000,TX,2048,1354,0.66
4829700000,TX,6453,-999999: Data Not Available,0.00
4829900000,TX,12904,10667,0.83
4830100000,TX,99,62,0.63
4830300000,TX,166400,100779,0.61
4830500000,TX,3591,2047,0.57
4830700000,TX,4643,3145,0.68
4830900000,TX,124278,80830,0.65
4831100000,TX,697,497,0.71
4831300000,TX,7024,4365,0.62
4831500000,TX,6476,4333,0.67
4831700000,TX,2898,1855,0.64
4831900000,TX,2962,2089,0.71
4832100000,TX,19451,12415,0.64
4832300000,TX,30643,13912,0.45
4832500000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4832700000,TX,1371,905,0.66
4832900000,TX,-888888: Not Applicable,49185,0.00
4833100000,TX,13196,8808,0.67
4833300000,TX,3140,2276,0.72
4833500000,TX,3925,2220,0.57
4833700000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4833900000,TX,279446,208308,0.75
4834100000,TX,9670,5327,0.55
4834300000,TX,7800,-999999: Data Not Available,0.00
4834500000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4834700000,TX,31688,23067,0.73
4834900000,TX,24924,16569,0.66
4835100000,TX,9440,5604,0.59
4835300000,TX,7933,4851,0.61
4835500000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4835700000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4835900000,TX,1290,959,0.74
4836100000,TX,53064,32335,0.61
4836300000,TX,17384,10335,0.59
4836500000,TX,16372,10475,0.64
4836700000,TX,78412,58285,0.74
4836900000,TX,4461,-999999: Data Not Available,0.00
4837100000,TX,8169,4339,0.53
4837300000,TX,38209,20026,0.52
4837500000,TX,54956,28849,0.52
4837700000,TX,4271,2099,0.49
4837900000,TX,-888888: Not Applicable,4764,0.00
4838100000,TX,76650,55359,0.72
4838300000,TX,1725,933,0.54
4838500000,TX,-888888: Not Applicable,1704,0.00
4838700000,TX,8247,5227,0.63
4838900000,TX,7098,3291,0.46
4839100000,TX,4702,3030,0.64
4839300000,TX,668,570,0.85
4839500000,TX,9836,7113,0.72
4839700000,TX,-999999: Data Not Available,40390,0.00
4839900000,TX,6680,4001,0.60
4840100000,TX,28264,19262,0.68
4840300000,TX,7013,4679,0.67
4840500000,TX,5687,3611,0.63
4840700000,TX,16174,10536,0.65
4840900000,TX,-888888: Not Applicable,23914,0.00
4841100000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4841300000,TX,1575,1070,0.68
4841500000,TX,8452,5367,0.63
4841700000,TX,-999999: Data Not Available,1521,0.00
4841900000,TX,14026,9060,0.65
4842100000,TX,1359,943,0.69
4842300000,TX,-888888: Not Applicable,85230,0.00
4842500000,TX,5598,3953,0.71
4842700000,TX,30269,11798,0.39
4842900000,TX,5118,3496,0.68
4843100000,TX,880,607,0.69
4843300000,TX,998,713,0.71
4843500000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4843700000,TX,4060,2228,0.55
4843900000,TX,951093,683242,0.72
4844100000,TX,-888888: Not Applicable,47078,0.00
4844300000,TX,642,447,0.70
4844500000,TX,6018,3432,0.57
4844700000,TX,1015,822,0.81
4844900000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4845100000,TX,-888888: Not Applicable,39562,0.00
4845300000,TX,-888888: Not Applicable,476821,0.00
4845500000,TX,11445,5965,0.52
4845700000,TX,13072,8097,0.62
4845900000,TX,24952,17393,0.70
4846100000,TX,2046,1385,0.68
4846300000,TX,15340,9106,0.59
4846500000,TX,23697,14191,0.60
4846700000,TX,32547,23870,0.73
4846900000,TX,54546,31476,0.58
4847100000,TX,28847,20052,0.70
4847300000,TX,-888888: Not Applicable,10245,0.00
4847500000,TX,6476,3487,0.54
4847700000,TX,22951,15172,0.66
4847900000,TX,123291,58264,0.47
4848100000,TX,25176,14871,0.59
4848300000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4848500000,TX,75088,38709,0.52
4848700000,TX,-999999: Data Not Available,4218,0.00
4848900000,TX,12226,5095,0.42
4849100000,TX,273619,206584,0.76
4849300000,TX,29093,20113,0.69
4849500000,TX,3500,1026,0.29
4849700000,TX,39111,25181,0.64
4849900000,TX,29127,19033,0.65
4850100000,TX,3890,1616,0.42
4850300000,TX,-888888: Not Applicable,7900,0.00
4850500000,TX,-999999: Data Not Available,-999999: Data Not Available,0.00
4850700000,TX,7576,3732,0.49
4900100000,UT,3102,2510,0.81
4900300000,UT,27048,20205,0.75
4900500000,UT,55115,43100,0.78
4900700000,UT,10841,7798,0.72
4900900000,UT,638,247,0.39
4901100000,UT,161161,141193,0.88
4901300000,UT,8576,7014,0.82
4901500000,UT,6082,688,0.11
4901700000,UT,2851,2394,0.84
4901900000,UT,5095,4578,0.90
4902100000,UT,23132,15644,0.68
4902300000,UT,5411,4313,0.80
4902500000,UT,3901,3403,0.87
4902700000,UT,5994,5170,0.86
4902900000,UT,6049,5182,0.86
4903100000,UT,953,743,0.78
4903300000,UT,1289,1131,0.88
4903500000,UT,515720,424549,0.82
4903700000,UT,6936,5560,0.80
4903900000,UT,11716,10011,0.85
4904100000,UT,9806,8550,0.87
4904300000,UT,24262,20827,0.86
4904500000,UT,29365,20778,0.71
4904700000,UT,14786,12953,0.88
4904900000,UT,274915,191402,0.70
4905100000,UT,15312,12775,0.83
4905300000,UT,80252,55995,0.70
4905500000,UT,1627,1441,0.89
4905700000,UT,102823,84413,0.82
5100100000,VA,22080,15960,0.72
5100300000,VA,69989,57199,0.82
5100500000,VA,9893,7397,0.75
5100700000,VA,8674,7064,0.81
5100900000,VA,19840,14967,0.75
5101100000,VA,10223,8039,0.79
5101300000,VA,148140,121892,0.82
5101500000,VA,45338,36654,0.81
5101700000,VA,3082,2277,0.74
5101900000,VA,52300,42598,0.81
5102100000,VA,4327,3157,0.73
5102300000,VA,22820,18820,0.82
5102500000,VA,10137,7723,0.76
5102700000,VA,14772,9388,0.64
5102900000,VA,9747,7334,0.75
5103100000,VA,35188,27681,0.79
5103300000,VA,18370,14351,0.78
5103500000,VA,18126,13749,0.76
5103600000,VA,5183,4152,0.80
5103700000,VA,7716,5644,0.73
5104100000,VA,217876,176303,0.81
5104300000,VA,10048,8255,0.82
5104500000,VA,3617,2809,0.78
5104700000,VA,29040,22388,0.77
5104900000,VA,6390,4933,0.77
5105100000,VA,9752,6537,0.67
5105300000,VA,17704,13455,0.76
5105700000,VA,7194,5445,0.76
5105900000,VA,683561,554603,0.81
5106100000,VA,46003,37690,0.82
5106300000,VA,10276,8126,0.79
5106500000,VA,16857,13658,0.81
5106700000,VA,34117,27063,0.79
5106900000,VA,52050,40575,0.78
5107100000,VA,10687,8252,0.77
5107300000,VA,25441,19807,0.78
5107500000,VA,16638,14106,0.85
5107700000,VA,9800,7340,0.75
5107900000,VA,12235,9653,0.79
5108100000,VA,6051,4641,0.77
5108300000,VA,22408,17077,0.76
5108500000,VA,73461,62995,0.86
5108700000,VA,202358,163997,0.81
5108900000,VA,32857,24122,0.73
5109100000,VA,1747,1433,0.82
5109300000,VA,25488,21143,0.83
5109500000,VA,51945,43532,0.84
5109700000,VA,4718,3728,0.79
5109900000,VA,15279,12103,0.79
5110100000,VA,11208,9148,0.82
5110300000,VA,8207,6686,0.81
5110500000,VA,14252,9469,0.66
5110700000,VA,222518,184036,0.83
5110900000,VA,22256,17719,0.80
5111100000,VA,7334,5589,0.76
5111300000,VA,8622,7026,0.81
5111500000,VA,6634,5354,0.81
5111700000,VA,19898,15023,0.76
5111900000,VA,7521,6072,0.81
5112100000,VA,54771,43168,0.79
5112500000,VA,10406,8381,0.81
5112700000,VA,14276,12246,0.86
5113100000,VA,8520,6235,0.73
5113300000,VA,9158,7444,0.81
5113500000,VA,8405,6778,0.81
5113700000,VA,22049,17375,0.79
5113900000,VA,14627,10823,0.74
5114100000,VA,11379,8599,0.76
5114300000,VA,40754,31734,0.78
5114500000,VA,19700,16920,0.86
5114700000,VA,12497,9254,0.74
5114900000,VA,20553,16018,0.78
5115300000,VA,248848,196474,0.79
5115500000,VA,20554,15213,0.74
5115700000,VA,5509,4512,0.82
5115900000,VA,4813,3472,0.72
5116100000,VA,64262,51130,0.80
5116300000,VA,13731,10870,0.79
5116500000,VA,46460,37670,0.81
5116700000,VA,17874,12356,0.69
5116900000,VA,14356,10143,0.71
5117100000,VA,26274,20455,0.78
5117300000,VA,17882,11765,0.66
5117500000,VA,11391,8950,0.79
5117700000,VA,80090,58893,0.74
5117900000,VA,83179,66326,0.80
5118100000,VA,5175,4260,0.82
5118300000,VA,6463,5048,0.78
5118500000,VA,26096,18800,0.72
5118700000,VA,23514,18036,0.77
5119100000,VA,33937,25994,0.77
5119300000,VA,11301,8595,0.76
5119500000,VA,21516,15247,0.71
5119700000,VA,17765,13378,0.75
5119900000,VA,41239,34328,0.83
5151000000,VA,91719,76366,0.83
5152000000,VA,10046,7064,0.70
5153000000,VA,3596,2403,0.67
5154000000,VA,29186,22625,0.78
5155000000,VA,141177,113145,0.80
5157000000,VA,11295,8512,0.75
5158000000,VA,3375,2387,0.71
5159000000,VA,25524,19218,0.75
5159500000,VA,3335,2387,0.72
5160000000,VA,14777,12128,0.82
5161000000,VA,9204,7846,0.85
5162000000,VA,5111,4100,0.80
5163000000,VA,14919,11308,0.76
5164000000,VA,3325,2399,0.72
5165000000,VA,82760,62127,0.75
5166000000,VA,22893,18082,0.79
5167000000,VA,12675,9185,0.72
5167800000,VA,3679,2515,0.68
5168000000,VA,47923,35925,0.75
5168300000,VA,19974,15460,0.77
5168500000,VA,6867,5280,0.77
5169000000,VA,7986,5954,0.75
5170000000,VA,103243,76023,0.74
5171000000,VA,110713,83161,0.75
5172000000,VA,2132,1467,0.69
5173000000,VA,18762,13965,0.74
5173500000,VA,8469,7200,0.85
5174000000,VA,56967,43548,0.76
5175000000,VA,8394,6107,0.73
5176000000,VA,130313,103626,0.80
5177000000,VA,52534,39788,0.76
5177500000,VA,15709,12293,0.78
5179000000,VA,14778,11270,0.76
5180000000,VA,55047,43715,0.79
5181000000,VA,273555,205231,0.75
5182000000,VA,11931,9240,0.77
5183000000,VA,9224,7654,0.83
5184000000,VA,14232,10771,0.76
7800000000,VI,46076,20967,0.46
5000100325,VT,1006,788,0.78
5000108575,VT,877,663,0.76
5000109025,VT,2709,1952,0.72
5000116000,VT,902,748,0.83
5000126275,VT,2041,1635,0.80
5000128600,VT,156,125,0.80
5000129575,VT,217,149,0.69
5000131525,VT,274,162,0.59
5000139325,VT,678,502,0.74
5000140075,VT,995,803,0.81
5000144350,VT,4728,3723,0.79
5000145550,VT,1500,1228,0.82
5000148700,VT,1297,1099,0.85
5000153725,VT,858,664,0.77
5000153950,VT,462,348,0.75
5000159650,VT,421,337,0.80
5000162575,VT,4632,2541,0.55
5000165050,VT,1069,766,0.72
5000170075,VT,1346,943,0.70
5000174650,VT,1682,1250,0.74
5000176075,VT,375,284,0.76
5000183275,VT,770,567,0.74
5000183800,VT,249,199,0.80
5000301450,VT,1779,1292,0.73
5000304825,VT,8016,6094,0.76
5000317725,VT,1633,1209,0.74
5000339025,VT,115,105,0.91
5000342850,VT,3693,2446,0.66
5000355000,VT,334,239,0.72
5000357025,VT,2462,1653,0.67
5000358600,VT,506,387,0.76
5000361000,VT,484,398,0.82
5000362875,VT,4442,3173,0.71
5000363175,VT,539,363,0.67
5000363550,VT,4464,3052,0.68
5000369775,VT,600,481,0.80
5000371425,VT,709,527,0.74
5000385075,VT,680,531,0.78
5000385675,VT,250,183,0.73
5000502875,VT,1323,973,0.74
5000510450,VT,1138,833,0.73
5000517125,VT,1606,1348,0.84
5000530550,VT,663,498,0.75
5000531825,VT,2013,1410,0.70
5000537900,VT,334,266,0.80
5000541725,VT,3172,2085,0.66
5000547725,VT,433,307,0.71
5000554400,VT,603,482,0.80
5000561525,VT,863,571,0.66
5000562200,VT,6686,3998,0.60
5000564075,VT,282,219,0.78
5000569925,VT,140,103,0.74
5000571575,VT,710,465,0.65
5000575700,VT,656,527,0.80
5000577125,VT,919,743,0.81
5000583500,VT,542,404,0.75
5000706550,VT,895,683,0.76
5000710675,VT,28347,19130,0.67
5000713300,VT,3088,2623,0.85
5000714875,VT,11263,7980,0.71
5000724175,VT,15348,11357,0.74
5000733475,VT,3845,2706,0.70
5000734600,VT,1510,1252,0.83
5000736700,VT,4037,3343,0.83
5000745250,VT,6923,5170,0.75
5000759275,VT,3105,2564,0.83
5000762050,VT,1432,1148,0.80
5000764300,VT,80,59,0.74
5000766175,VT,5898,4889,0.83
5000773975,VT,2341,1992,0.85
5000780350,VT,1595,1281,0.80
5000784475,VT,8762,5709,0.65
5000785150,VT,4326,3113,0.72
5000906325,VT,139,112,0.81
5000908725,VT,917,563,0.61
5000910075,VT,70,58,0.83
5000911800,VT,603,436,0.72
5000915250,VT,837,577,0.69
5000921250,VT,191,149,0.78
5000929125,VT,60,43,0.72
5000930775,VT,185,148,0.80
5000939700,VT,78,57,0.73
5000941425,VT,993,562,0.57
5000942475,VT,152,118,0.78
5000952750,VT,117,86,0.74
5000975175,VT,81,68,0.84
5001102500,VT,898,605,0.67
5001105425,VT,960,618,0.64
5001123875,VT,1913,1221,0.64
5001124925,VT,3601,2431,0.68
5001125225,VT,1286,961,0.75
5001126500,VT,960,709,0.74
5001127100,VT,857,637,0.74
5001127700,VT,3439,2449,0.71
5001133025,VT,1951,1402,0.72
5001145850,VT,869,671,0.77
5001159125,VT,1479,846,0.57
5001161675,VT,863,672,0.78
5001161750,VT,13143,10582,0.81
5001164600,VT,2515,1853,0.74
5001171725,VT,3843,2712,0.71
5001300700,VT,1189,904,0.76
5001329275,VT,1511,1201,0.79
5001335875,VT,385,310,0.81
5001350650,VT,756,634,0.84
5001367000,VT,1478,826,0.56
5001504375,VT,227,162,0.71
5001511500,VT,3066,1953,0.64
5001523500,VT,808,568,0.70
5001523725,VT,691,552,0.80
5001535050,VT,1866,1562,0.84
5001537075,VT,1980,1335,0.67
5001546675,VT,3345,2767,0.83
5001570525,VT,3954,2893,0.73
5001577425,VT,570,381,0.67
5001585375,VT,1031,810,0.79
5001707375,VT,1665,1221,0.73
5001707600,VT,861,605,0.70
5001709325,VT,909,764,0.84
5001713525,VT,951,672,0.71
5001715700,VT,912,688,0.75
5001725675,VT,706,573,0.81
5001748175,VT,1533,1091,0.71
5001753425,VT,727,549,0.76
5001758075,VT,2893,2297,0.79
5001770675,VT,862,705,0.82
5001772400,VT,2152,1653,0.77
5001773075,VT,768,583,0.76
5001773675,VT,967,718,0.74
5001774950,VT,496,367,0.74
5001776750,VT,817,557,0.68
5001779975,VT,473,305,0.64
5001784175,VT,2125,1573,0.74
5001900475,VT,632,459,0.73
5001903550,VT,1763,4332,2.46
5001909850,VT,630,400,0.63
5001913150,VT,667,471,0.71
5001916150,VT,693,517,0.75
5001916300,VT,848,698,0.82
5001917350,VT,3147,2226,0.71
5001928075,VT,776,600,0.77
5001930175,VT,567,430,0.76
5001933775,VT,394,303,0.77
5001935575,VT,744,568,0.76
5001936325,VT,337,246,0.73
5001940525,VT,570,440,0.77
5001946450,VT,460,342,0.74
5001948850,VT,3419,1566,0.46
5001948925,VT,1205,711,0.59
5001973525,VT,1003,653,0.65
5001980200,VT,396,306,0.77
5001981700,VT,287,221,0.77
5002105200,VT,724,513,0.71
5002107750,VT,2753,1904,0.69
5002111950,VT,2828,1801,0.64
5002114350,VT,986,767,0.78
5002114500,VT,1844,1262,0.68
5002116825,VT,847,658,0.78
5002125375,VT,1652,1168,0.71
5002134450,VT,504,389,0.77
5002135425,VT,307,245,0.80
5002137685,VT,879,670,0.76
5002144125,VT,829,654,0.79
5002144800,VT,645,492,0.76
5002147200,VT,1047,777,0.74
5002147425,VT,143,95,0.66
5002154250,VT,1001,765,0.76
5002155450,VT,352,295,0.84
5002155600,VT,2290,1570,0.69
5002156875,VT,2291,1460,0.64
5002157250,VT,1132,861,0.76
5002161225,VT,9848,7181,0.73
5002161300,VT,2663,2320,0.87
5002165275,VT,441,308,0.70
5002171050,VT,391,326,0.83
5002172925,VT,393,300,0.76
5002175925,VT,1513,1131,0.75
5002177950,VT,911,581,0.64
5002180875,VT,172,142,0.83
5002182300,VT,1402,1051,0.75
5002303175,VT,4319,3290,0.76
5002303250,VT,5329,4290,0.81
5002305650,VT,1788,1380,0.77
5002311125,VT,1019,799,0.78
5002311350,VT,1351,1033,0.76
5002318550,VT,1071,799,0.75
5002321925,VT,2066,1631,0.79
5002325825,VT,1163,831,0.71
5002343600,VT,1093,879,0.80
5002344500,VT,1555,1134,0.73
5002346000,VT,6485,4834,0.75
5002346225,VT,1347,1049,0.78
5002350275,VT,3198,2250,0.70
5002355825,VT,921,685,0.74
5002360625,VT,490,385,0.79
5002375325,VT,1317,1134,0.86
5002376525,VT,1367,1089,0.80
5002376975,VT,3879,3088,0.80
5002385525,VT,675,537,0.80
5002386125,VT,729,600,0.82
5002501900,VT,230,167,0.73
5002507900,VT,8446,6005,0.71
5002509475,VT,390,296,0.76
5002517875,VT,1130,794,0.70
5002518325,VT,1584,1164,0.73
5002528900,VT,482,399,0.83
5002530925,VT,1650,1177,0.71
