time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2008-12-27T20:17:31.700Z,44.4876667,-110.3576667,6.87,3.41,ml,28,83,0.06842,0.18,uu,uu50372850,2018-08-28T23:45:52.270Z,"Yellowstone National Park, Wyoming",earthquake,0.36,0.7,,10,reviewed,uu,uu
2008-12-27T18:23:06.160Z,44.4981667,-110.3663333,4.8,2.96,ml,23,73,0.07137,0.16,uu,uu50372740,2018-08-28T23:45:38.090Z,"Yellowstone National Park, Wyoming",earthquake,0.34,0.92,,3,reviewed,uu,uu
2008-12-27T17:01:06.350Z,44.4903333,-110.3653333,5.4,2.72,ml,15,77,0.07269,0.16,uu,uu50372690,2018-08-28T23:45:31.620Z,"Yellowstone National Park, Wyoming",earthquake,0.43,2.03,,3,reviewed,uu,uu
2008-12-27T16:30:52.710Z,44.4996667,-110.364,4.85,2.64,ml,24,73,0.06944,0.2,uu,uu50372685,2018-08-28T23:45:30.870Z,"Yellowstone National Park, Wyoming",earthquake,0.41,0.95,,3,reviewed,uu,uu
2008-12-03T18:35:08.770Z,44.732,-111.156,9.88,2.57,ml,28,68,0.03427,0.17,uu,uu50370925,2018-08-28T23:41:46.880Z,"western Montana",earthquake,0.36,0.45,,3,reviewed,uu,uu
2008-11-23T22:10:27.050Z,44.1043333,-110.5306667,9.33,2.59,ml,33,93,0.1234,0.22,uu,uu50370035,2018-08-28T23:39:53.990Z,"Wyoming",earthquake,0.52,0.89,,6,reviewed,uu,uu
2008-11-23T06:41:03.670Z,44.1088333,-110.5328333,10.2,2.7,ml,32,93,0.1228,0.18,uu,uu50369880,2018-08-28T23:39:33.370Z,"Wyoming",earthquake,0.43,0.61,,5,reviewed,uu,uu
2008-09-25T18:07:00.630Z,44.2281667,-110.7805,4.19,2.89,ml,28,80,0.04617,0.17,uu,uu50366035,2018-08-28T23:31:32.940Z,"Yellowstone National Park, Wyoming",earthquake,0.34,0.65,,11,reviewed,uu,uu
2008-09-25T15:38:16.080Z,44.2405,-110.7893333,3.7,2.54,ml,16,72,0.03238,0.2,uu,uu50365990,2018-08-28T23:31:26.890Z,"Yellowstone National Park, Wyoming",earthquake,0.51,0.8,,3,reviewed,uu,uu
2008-09-25T14:12:12.620Z,44.2373333,-110.7965,3.56,2.61,ml,28,71,0.03415,0.2,uu,uu50365965,2018-08-28T23:31:23.500Z,"Yellowstone National Park, Wyoming",earthquake,0.36,0.56,,4,reviewed,uu,uu
2008-08-31T13:18:03.000Z,44.82,-111.36,10,2.7,ml,25,58.5,,,us,usp000gg34,2014-11-07T01:37:02.365Z,"western Montana",earthquake,,,,,reviewed,but,but
2008-07-31T13:22:11.760Z,44.5805,-110.927,9.77,2.56,ml,26,76,0.08725,0.35,uu,uu50362740,2018-08-28T23:24:37.610Z,"Yellowstone National Park, Wyoming",earthquake,0.59,1.45,,4,reviewed,uu,uu
2008-06-30T16:06:38.520Z,44.7871667,-110.2536667,7.27,2.5,ml,17,69,0.07503,0.18,uu,uu50361515,2018-08-28T23:22:06.700Z,"Yellowstone National Park, Wyoming",earthquake,0.46,0.96,,4,reviewed,uu,uu
2008-06-05T03:02:39.670Z,44.3475,-110.6643333,6.25,2.72,ml,27,62,0.07912,0.2,uu,uu50360785,2018-08-28T23:20:40.400Z,"Yellowstone National Park, Wyoming",earthquake,0.31,1.02,,3,reviewed,uu,uu
2008-03-25T11:59:36.080Z,44.692,-110.0168333,3.92,4.18,ml,42,144,0.0785,0.23,uu,uu50357770,2019-06-28T18:48:24.774Z,"Yellowstone National Park, Wyoming",earthquake,0.6,1.09,,15,reviewed,uu,uu
2008-03-12T09:09:35.290Z,44.5653333,-110.8923333,8.93,2.55,ml,24,76,0.09337,0.18,uu,uu50357100,2018-08-28T23:13:34.190Z,"Yellowstone National Park, Wyoming",earthquake,0.35,0.97,,4,reviewed,uu,uu
2008-03-12T07:28:49.770Z,44.5665,-110.8938333,7.82,2.5,ml,24,63,0.09242,0.18,uu,uu50357070,2018-08-28T23:13:30.040Z,"Yellowstone National Park, Wyoming",earthquake,0.35,0.73,,4,reviewed,uu,uu
2008-03-11T10:57:21.950Z,44.5628333,-110.8885,8.56,2.55,ml,21,118,0.09538,0.15,uu,uu50356930,2018-08-28T23:13:11.320Z,"Yellowstone National Park, Wyoming",earthquake,0.4,1.32,,4,reviewed,uu,uu
2008-01-10T01:35:16.210Z,44.7805,-110.9366667,9.54,2.59,ml,25,95,0.05384,0.16,uu,uu50351825,2018-08-28T23:03:48.310Z,"Yellowstone National Park, Wyoming",earthquake,0.38,0.55,,4,reviewed,uu,uu
2008-01-09T21:37:36.300Z,44.7845,-110.9393333,10.12,3.73,ml,35,59,0.05384,0.17,uu,uu50351690,2019-06-28T18:48:23.730Z,"Yellowstone National Park, Wyoming",earthquake,0.36,0.46,,11,reviewed,uu,uu
2008-01-09T20:48:42.620Z,44.7795,-110.934,8.9,2.81,ml,28,94,0.05522,0.19,uu,uu50351635,2018-08-28T23:03:22.970Z,"Yellowstone National Park, Wyoming",earthquake,0.39,0.51,,4,reviewed,uu,uu
2008-01-09T20:25:53.420Z,44.7811667,-110.9311667,9.37,2.84,ml,17,73,0.05771,0.14,uu,uu50351620,2018-08-28T23:03:20.870Z,"Yellowstone National Park, Wyoming",earthquake,0.49,0.64,,4,reviewed,uu,uu
2008-01-06T06:30:14.630Z,44.3081667,-110.839,6.82,2.67,ml,28,73,0.04466,0.19,uu,uu50351405,2018-08-28T23:02:54.600Z,"Yellowstone National Park, Wyoming",earthquake,0.34,0.78,,2,reviewed,uu,uu
2007-12-31T03:29:20.120Z,44.7878333,-110.943,10.08,3.6,ml,32,59,0.05325,0.16,uu,uu50350840,2019-06-28T18:48:23.363Z,"Yellowstone National Park, Wyoming",earthquake,0.37,0.49,,6,reviewed,uu,uu
2007-11-05T05:43:53.260Z,44.3931667,-110.6055,6.27,2.98,ml,30,66,0.04559,0.21,uu,uu50347255,2018-08-28T22:54:03.500Z,"Yellowstone National Park, Wyoming",earthquake,0.36,0.87,,9,reviewed,uu,uu
2007-08-03T06:25:35.040Z,44.6636667,-110.4573333,5.34,2.75,ml,28,52,0.06243,0.18,uu,uu50342290,2018-08-28T22:43:53.150Z,"Yellowstone National Park, Wyoming",earthquake,0.38,1.34,,7,reviewed,uu,uu
2007-05-01T09:09:48.930Z,44.233,-110.7685,3.91,2.63,ml,15,122,0.04596,0.16,uu,uu50335555,2018-08-28T22:30:03.120Z,"Yellowstone National Park, Wyoming",earthquake,0.41,0.68,,5,reviewed,uu,uu
2007-02-28T09:46:01.520Z,44.6506667,-110.2583333,7.22,2.6,ml,17,91,0.04707,0.14,uu,uu50331680,2018-08-28T22:21:58.270Z,"Yellowstone National Park, Wyoming",earthquake,0.38,0.9,,3,reviewed,uu,uu
2007-02-28T05:44:59.330Z,44.6508333,-110.2568333,1.61,2.86,ml,17,114,0.245,0.16,uu,uu50331650,2018-08-28T22:21:54.230Z,"Yellowstone National Park, Wyoming",earthquake,0.45,8.65,,4,reviewed,uu,uu
2007-02-17T03:52:12.630Z,44.7776667,-110.9996667,4.45,2.68,ml,26,46,0.01891,0.22,uu,uu50330815,2018-08-28T22:20:07.640Z,"Yellowstone National Park, Wyoming",earthquake,0.3,0.26,,4,reviewed,uu,uu
2007-01-30T14:49:21.060Z,44.592,-110.6138333,6.75,2.74,ml,27,55,0.02484,0.21,uu,uu50329950,2018-08-28T22:18:18.760Z,"Yellowstone National Park, Wyoming",earthquake,0.42,1.1,,5,reviewed,uu,uu
2007-01-23T06:57:02.400Z,44.418,-110.8288333,3.11,2.53,ml,21,69,0.0337,0.06,uu,uu50329620,2018-08-28T22:17:36.280Z,"Yellowstone National Park, Wyoming",earthquake,0.19,0.33,,2,reviewed,uu,uu
2007-01-23T06:52:18.380Z,44.4105,-110.8351667,4.4,2.77,ml,15,87,0.04083,0.2,uu,uu50329600,2018-08-28T22:17:33.620Z,"Yellowstone National Park, Wyoming",earthquake,0.57,0.78,,5,reviewed,uu,uu
2007-01-18T22:11:30.390Z,44.6043333,-110.6058333,4.17,2.7,ml,17,93,0.02669,0.18,uu,uu50329240,2018-08-28T22:16:48.470Z,"Yellowstone National Park, Wyoming",earthquake,0.58,0.85,,4,reviewed,uu,uu
2006-11-05T02:08:09.770Z,44.4826667,-111.0643333,11.92,2.61,ml,13,186,0.1259,0.2,uu,uu50326365,2018-08-28T22:10:46.560Z,"Yellowstone National Park, Montana",earthquake,0.85,0.64,,3,reviewed,uu,uu
2006-09-08T01:09:44.620Z,44.777,-110.3968333,4.57,2.81,ml,22,104,0.04019,0.15,uu,uu50322460,2018-08-28T22:02:28.590Z,"Yellowstone National Park, Wyoming",earthquake,0.34,0.48,,2,reviewed,uu,uu
2006-08-09T13:34:56.780Z,44.6161667,-110.3816667,3.84,2.74,ml,22,65,0.05262,0.16,uu,uu50320390,2018-08-28T21:58:04.300Z,"Yellowstone National Park, Wyoming",earthquake,0.34,0.82,,6,reviewed,uu,uu
2006-07-10T23:30:41.900Z,44.5615,-110.779,4.91,2.88,ml,17,63,0.1065,0.2,uu,uu50318840,2018-08-28T21:54:49.970Z,"Yellowstone National Park, Wyoming",earthquake,0.41,1.05,,5,reviewed,uu,uu
2006-07-10T22:16:50.450Z,44.5618333,-110.783,7.74,2.7,ml,22,83,0.109,0.2,uu,uu50318780,2018-08-28T21:54:41.870Z,"Yellowstone National Park, Wyoming",earthquake,0.46,0.75,,5,reviewed,uu,uu
2006-07-07T07:44:22.570Z,44.6285,-109.9873333,14.28,2.59,ml,11,199,0.1133,0.12,uu,uu50318475,2018-08-28T21:54:03.620Z,"Yellowstone National Park, Wyoming",earthquake,0.78,1.24,,6,reviewed,uu,uu
2006-06-13T08:05:00.180Z,44.5791667,-110.9028333,11.08,2.54,ml,24,73,0.08172,0.17,uu,uu50316765,2018-08-28T21:50:26.010Z,"Yellowstone National Park, Wyoming",earthquake,0.37,0.55,,5,reviewed,uu,uu
2006-05-18T23:02:17.470Z,44.7903333,-110.9791667,8.92,2.85,ml,18,130,0.03648,0.15,uu,uu50315240,2018-08-28T21:47:16.680Z,"Yellowstone National Park, Wyoming",earthquake,0.46,0.77,,6,reviewed,uu,uu
2006-05-18T10:16:19.140Z,44.1891667,-110.2528333,7.42,3.82,ml,13,157,0.3905,0.5,uu,uu50315205,2018-08-28T21:47:11.980Z,"Yellowstone National Park, Wyoming",earthquake,1.88,6.93,,18,reviewed,uu,uu
2006-03-05T13:47:35.440Z,44.646,-111.0671667,13,2.56,ml,18,59,0.07636,0.18,uu,uu50310480,2018-08-28T21:37:17.610Z,"Yellowstone National Park, Montana",earthquake,0.41,0.72,,5,reviewed,uu,uu
2006-02-26T01:08:18.770Z,44.6536667,-110.4303333,5.35,3.05,ml,22,49,0.09107,0.17,uu,uu50310000,2018-08-28T21:36:15.200Z,"Yellowstone National Park, Wyoming",earthquake,0.33,1.59,,6,reviewed,uu,uu
2005-06-01T00:32:58.650Z,44.4676667,-110.4241667,5.98,2.63,ml,16,74,0.09904,0.16,uu,uu50299030,2018-08-28T21:13:45.540Z,"Yellowstone National Park, Wyoming",earthquake,0.46,1.71,,3,reviewed,uu,uu
2005-05-18T21:42:21.690Z,44.757,-111.2298333,6.06,2.56,ml,17,80,0.02475,0.22,uu,uu50298570,2018-08-28T21:12:48.140Z,"western Montana",earthquake,0.64,0.85,,5,reviewed,uu,uu
2005-05-10T05:30:38.870Z,44.7171667,-111.1678333,8.34,2.63,ml,19,80,0.03924,0.16,uu,uu50298190,2018-08-28T21:11:59.790Z,"western Montana",earthquake,0.38,0.9,,7,reviewed,uu,uu
2005-02-21T01:49:21.970Z,44.7733333,-110.8825,6.01,2.86,ml,24,84,0.02728,0.17,uu,uu50295490,2018-08-28T21:06:19.690Z,"Yellowstone National Park, Wyoming",earthquake,0.41,0.79,,5,reviewed,uu,uu
2004-10-05T10:37:08.000Z,44.7783333,-110.8298333,4.88,2.51,ml,16,82,0.01779,0.17,uu,uu50291870,2018-08-28T20:58:43.160Z,"Yellowstone National Park, Wyoming",earthquake,0.46,0.64,,4,reviewed,uu,uu
2004-08-19T21:46:54.950Z,44.7985,-110.8093333,5.99,2.53,ml,21,111,0.03103,0.21,uu,uu50290585,2018-08-28T20:56:03.280Z,"Yellowstone National Park, Wyoming",earthquake,0.54,0.96,,3,reviewed,uu,uu
2004-05-19T14:41:18.930Z,44.7378333,-111.2676667,11.88,2.69,md,16,88,0.03465,0.15,uu,uu50288055,2018-08-28T20:50:56.670Z,"western Montana",earthquake,0.42,0.47,,10,reviewed,uu,uu
2004-05-14T00:41:18.140Z,44.801,-111.1233333,10.71,2.99,ml,30,71,0.01292,0.14,uu,uu50287815,2018-08-28T20:50:26.000Z,"western Montana",earthquake,0.3,0.41,,2,reviewed,uu,uu
2004-04-17T07:22:54.910Z,44.752,-110.9488333,9.95,2.68,ml,23,63,0.0415,0.14,uu,uu50286890,2018-08-28T20:48:28.440Z,"Yellowstone National Park, Wyoming",earthquake,0.32,0.51,,2,reviewed,uu,uu
2004-04-14T09:12:03.230Z,44.7493333,-110.9426667,9.25,2.64,ml,24,63,0.04633,0.18,uu,uu50285640,2018-08-28T20:45:48.020Z,"Yellowstone National Park, Wyoming",earthquake,0.41,0.63,,2,reviewed,uu,uu
2004-03-02T03:54:32.000Z,44.75,-111.23,10.6,3.2,ml,6,130.5,,,us,usp000cnw7,2014-11-07T01:21:36.252Z,"western Montana",earthquake,,,,,reviewed,but,but
2004-01-17T07:29:45.700Z,44.2341667,-110.7853333,2.66,2.69,ml,21,82,,0.18,uu,uu50281710,2018-08-28T20:37:27.970Z,"Yellowstone National Park, Wyoming",earthquake,0.43,1.15,,2,reviewed,uu,uu
2003-12-27T12:15:46.680Z,44.1066667,-110.5566667,7.04,2.63,ml,21,117,0.2424,0.19,uu,uu50281015,2018-08-28T20:36:12.030Z,"Wyoming",earthquake,0.83,1.72,,6,reviewed,uu,uu
2003-12-17T02:31:01.400Z,44.7116667,-110.666,7.48,2.6,ml,19,67,,0.15,uu,uu50280395,2018-08-28T20:34:50.370Z,"Yellowstone National Park, Wyoming",earthquake,0.37,0.84,,3,reviewed,uu,uu
2003-10-09T01:22:35.630Z,44.6661667,-109.929,11.37,2.54,md,12,259,,0.18,uu,uu50278610,2018-08-28T20:31:18.040Z,"Yellowstone National Park, Wyoming",earthquake,2.58,0.91,,6,reviewed,uu,uu
2003-09-29T04:30:24.790Z,44.1005,-110.5671667,4.97,2.61,ml,22,163,,0.24,uu,uu50278375,2018-08-28T20:30:48.150Z,"Wyoming",earthquake,0.81,2.84,,7,reviewed,uu,uu
2003-09-10T10:20:39.260Z,44.0978333,-110.5656667,5.46,3.32,ml,22,163,,0.2,uu,uu50277970,2018-08-28T20:29:59.640Z,"Wyoming",earthquake,0.82,1.32,,11,reviewed,uu,uu
2003-08-21T07:46:52.590Z,44.0946667,-110.5148333,5.82,4.31,ml,25,123,,0.21,uu,uu50277270,2020-02-12T18:41:58.851Z,"Wyoming",earthquake,0.67,1.45,,19,reviewed,uu,uu
2003-08-08T21:25:03.060Z,44.5441667,-110.3895,3.84,2.82,md,14,75,0.09199,0.15,uu,uu50276855,2018-08-28T20:27:35.870Z,"Yellowstone National Park, Wyoming",earthquake,0.43,1.26,,11,reviewed,uu,uu
2003-08-08T15:25:09.470Z,44.6791667,-109.9941667,4.04,2.93,ml,20,244,,0.17,uu,uu50276835,2018-08-28T20:27:33.090Z,"Yellowstone National Park, Wyoming",earthquake,1.17,0.72,,5,reviewed,uu,uu
2003-08-04T05:36:09.160Z,44.6506667,-110.4323333,4.04,2.65,ml,21,58,,0.17,uu,uu50276745,2018-08-28T20:27:22.540Z,"Yellowstone National Park, Wyoming",earthquake,0.34,0.88,,3,reviewed,uu,uu
2003-04-16T15:08:26.890Z,44.6798333,-110.9905,5.44,2.54,ml,14,53,,0.15,uu,uu50273930,2018-08-28T20:21:23.550Z,"Yellowstone National Park, Wyoming",earthquake,0.35,0.77,,2,reviewed,uu,uu
2003-04-15T16:25:09.100Z,44.678,-110.9901667,5.01,2.5,ml,19,53,0.02023,0.14,uu,uu50273875,2018-08-28T20:21:16.860Z,"Yellowstone National Park, Wyoming",earthquake,0.32,0.78,,3,reviewed,uu,uu
2003-02-09T05:08:59.790Z,44.6338333,-110.6528333,6.98,3.19,ml,24,49,0.02932,0.16,uu,uu50272070,2018-08-28T20:17:28.310Z,"Yellowstone National Park, Wyoming",earthquake,0.31,0.62,,6,reviewed,uu,uu
2003-01-31T16:35:24.750Z,44.5223333,-111.0073333,11.66,2.69,ml,19,118,0.1069,0.17,uu,uu50271480,2018-08-28T20:16:12.770Z,"Yellowstone National Park, Wyoming",earthquake,0.43,0.72,,6,reviewed,uu,uu
2003-01-03T09:02:49.090Z,44.5186667,-111.0113333,10.95,2.62,ml,17,119,0.1081,0.16,uu,uu50270000,2018-08-28T20:13:01.260Z,"Yellowstone National Park, Wyoming",earthquake,0.5,1.14,,2,reviewed,uu,uu
2002-12-13T19:12:52.820Z,44.7531667,-110.9266667,6.07,2.54,md,8,140,0.05697,0.11,uu,uu50269160,2018-08-28T20:11:13.590Z,"Yellowstone National Park, Wyoming",earthquake,0.49,1.51,,3,reviewed,uu,uu
2002-12-05T15:13:12.620Z,44.7616667,-110.8796667,8.48,2.62,ml,9,128,0.0338,0.12,uu,uu50267925,2018-08-28T20:08:33.840Z,"Yellowstone National Park, Wyoming",earthquake,0.86,1.14,,2,reviewed,uu,uu
2002-12-05T14:37:17.820Z,44.7558333,-110.8836667,7.86,2.78,ml,16,110,0.04017,0.12,uu,uu50267665,2018-08-28T20:07:59.990Z,"Yellowstone National Park, Wyoming",earthquake,0.45,0.6,,3,reviewed,uu,uu
2002-12-05T14:32:23.790Z,44.7531667,-110.8873333,7.48,2.5,ml,16,110,0.04387,0.14,uu,uu50267625,2018-08-28T20:07:54.780Z,"Yellowstone National Park, Wyoming",earthquake,0.42,0.78,,3,reviewed,uu,uu
2002-11-24T09:06:24.650Z,44.094,-110.509,7.14,2.61,ml,21,158,0.1705,0.22,uu,uu50265975,2018-08-28T20:04:22.430Z,"Wyoming",earthquake,0.75,1.6,,7,reviewed,uu,uu
2002-11-23T02:00:58.170Z,44.0958333,-110.5033333,6.59,2.75,ml,20,162,0.1691,0.14,uu,uu50265900,2018-08-28T20:04:13.060Z,"Wyoming",earthquake,0.57,1,,6,reviewed,uu,uu
2002-11-20T02:14:12.820Z,44.0968333,-110.5055,6.82,3.16,ml,26,158,0.1679,0.21,uu,uu50265725,2018-08-28T20:03:52.370Z,"Wyoming",earthquake,0.67,1.25,,4,reviewed,uu,uu
2002-11-11T10:28:28.530Z,44.4581667,-110.608,4.04,2.9,md,20,40,0.02556,0.27,uu,uu50264965,2018-08-28T20:02:13.160Z,"Yellowstone National Park, Wyoming",earthquake,0.57,1.03,,11,reviewed,uu,uu
2002-11-11T07:55:07.020Z,44.4563333,-110.6035,3.83,2.51,md,19,45,0.02229,0.13,uu,uu50264895,2018-08-28T20:02:03.790Z,"Yellowstone National Park, Wyoming",earthquake,0.32,0.72,,15,reviewed,uu,uu
2002-11-04T11:05:11.630Z,44.8183333,-111.2295,11.7,2.51,ml,8,280,0.07157,0.15,uu,uu50263320,2018-08-28T19:58:43.530Z,"western Montana",earthquake,3.22,0.96,,3,reviewed,uu,uu
2002-11-04T11:05:02.840Z,44.7311667,-111.111,5.33,2.88,md,6,111,0.06381,0.08,uu,uu50263315,2018-08-28T19:58:42.890Z,"western Montana",earthquake,1.43,5.4,,3,reviewed,uu,uu
2002-11-04T04:15:05.810Z,44.5343333,-110.3396667,1.27,2.86,md,6,129,0.05304,0.08,uu,uu50262840,2018-08-28T19:57:41.290Z,"Yellowstone National Park, Wyoming",earthquake,0.58,0.14,,4,reviewed,uu,uu
2002-11-04T00:47:47.690Z,44.3006667,-110.5518333,11.51,2.68,md,7,264,0.2533,0.21,uu,uu50262455,2018-08-28T19:56:51.600Z,"Yellowstone National Park, Wyoming",earthquake,5.71,1.74,,2,reviewed,uu,uu
2002-11-03T23:29:57.300Z,44.5473333,-110.3456667,3.48,2.61,md,14,75,0.04275,0.14,uu,uu50262065,2018-08-28T19:56:00.550Z,"Yellowstone National Park, Wyoming",earthquake,0.38,0.93,,7,reviewed,uu,uu
2002-11-03T23:14:45.480Z,44.4638333,-110.6021667,3.66,2.58,ml,19,53,0.02868,0.1,uu,uu50261985,2018-08-28T19:55:50.160Z,"Yellowstone National Park, Wyoming",earthquake,0.25,0.6,,2,reviewed,uu,uu
2002-11-03T23:13:16.550Z,44.5443333,-110.342,4.29,2.73,md,8,76,0.04642,0.09,uu,uu50261975,2018-08-28T19:55:48.870Z,"Yellowstone National Park, Wyoming",earthquake,0.36,0.62,,6,reviewed,uu,uu
2002-11-03T22:59:52.920Z,44.4491667,-110.5781667,2.57,2.65,md,7,104,0.01406,0.18,uu,uu50261930,2018-08-28T19:55:43.060Z,"Yellowstone National Park, Wyoming",earthquake,0.91,0.99,,4,reviewed,uu,uu
2002-11-03T22:45:04.060Z,44.4535,-110.606,1.71,2.62,md,16,56,0.02094,0.19,uu,uu50261865,2018-08-28T19:55:35.120Z,"Yellowstone National Park, Wyoming",earthquake,0.43,0.22,,8,reviewed,uu,uu
2002-11-03T22:44:19.900Z,44.397,-110.8145,5.94,2.87,md,5,130,0.1262,0.08,uu,uu50261860,2018-08-28T19:55:34.430Z,"Yellowstone National Park, Wyoming",earthquake,0.89,5.8,,4,reviewed,uu,uu
2002-10-10T14:07:18.020Z,44.3441667,-110.544,5.82,2.51,ml,17,96,0.08099,0.19,uu,uu50260865,2018-08-28T19:53:33.310Z,"Yellowstone National Park, Wyoming",earthquake,0.47,1.26,,2,reviewed,uu,uu
2002-10-10T06:46:23.860Z,44.3786667,-110.5513333,4.85,2.96,md,6,96,0.06397,0.07,uu,uu50260635,2018-08-28T19:53:02.860Z,"Yellowstone National Park, Wyoming",earthquake,0.54,0.88,,2,reviewed,uu,uu
2002-05-26T06:33:55.760Z,44.6095,-110.4475,4.65,2.89,ml,21,52,0.0558,0.18,uu,uu50256720,2018-08-28T19:45:03.220Z,"Yellowstone National Park, Wyoming",earthquake,0.39,0.78,,2,reviewed,uu,uu
2002-04-29T13:43:27.710Z,44.7605,-111.0855,10.05,2.57,ml,20,74,0.03868,0.16,uu,uu50255770,2018-08-28T19:43:06.030Z,"Yellowstone National Park, Montana",earthquake,0.39,0.51,,4,reviewed,uu,uu
2002-02-08T18:49:44.220Z,44.6636667,-109.9611667,12.4,2.65,md,11,252,0.1658,0.21,uu,uu50253545,2018-08-28T19:38:33.660Z,"Yellowstone National Park, Wyoming",earthquake,2.46,2.01,,2,reviewed,uu,uu
2002-01-15T18:37:10.140Z,44.5995,-110.7266667,5.34,2.9,ml,22,53,0.05993,0.2,uu,uu50252290,2018-08-28T19:35:55.970Z,"Yellowstone National Park, Wyoming",earthquake,0.38,1.69,,2,reviewed,uu,uu
2002-01-15T17:12:58.240Z,44.6106667,-110.7216667,8.76,2.73,ml,16,102,0.05632,0.17,uu,uu50252185,2018-08-28T19:35:41.760Z,"Yellowstone National Park, Wyoming",earthquake,0.59,1.2,,3,reviewed,uu,uu
2001-12-21T20:12:08.790Z,44.638,-111.2415,11.83,2.51,ml,23,171,0.0715,0.19,uu,uu50250800,2018-08-28T19:32:48.460Z,"western Montana",earthquake,0.62,0.49,,3,reviewed,uu,uu
2001-12-18T16:17:46.630Z,44.813,-111.0628333,9.28,2.73,ml,20,92,0.03535,0.15,uu,uu50250410,2018-08-28T19:31:57.930Z,"Yellowstone National Park, Montana",earthquake,0.4,0.57,,3,reviewed,uu,uu
2001-12-08T19:08:02.190Z,44.8066667,-111.0458333,7.77,3.1,ml,18,159,0.04445,0.14,uu,uu50249345,2018-08-28T19:29:39.210Z,"Yellowstone National Park, Wyoming",earthquake,0.45,0.54,,6,reviewed,uu,uu
2001-12-04T13:18:32.450Z,44.8151667,-111.0568333,9.26,2.53,ml,22,91,0.04014,0.17,uu,uu50248920,2018-08-28T19:28:44.960Z,"Yellowstone National Park, Wyoming",earthquake,0.44,0.57,,3,reviewed,uu,uu
2001-12-01T16:16:11.390Z,44.6645,-110.0158333,10.56,2.6,ml,17,226,0.1272,0.23,uu,uu50248470,2018-08-28T19:27:46.490Z,"Yellowstone National Park, Wyoming",earthquake,1.97,0.99,,5,reviewed,uu,uu
2001-05-18T15:16:15.850Z,44.796,-110.7966667,4.12,2.53,md,21,112,,0.18,uu,uu50241035,2018-08-28T19:12:23.190Z,"Yellowstone National Park, Wyoming",earthquake,0.42,0.66,,10,reviewed,uu,uu
2001-01-31T06:44:31.380Z,44.5048333,-110.5345,2.82,2.51,ml,16,84,0.07789,0.1,uu,uu50227410,2018-08-28T18:43:30.450Z,"Yellowstone National Park, Wyoming",earthquake,0.3,0.87,,2,reviewed,uu,uu
2001-01-31T06:41:51.030Z,44.4923333,-110.5328333,2,2.63,ml,16,60,0.06798,0.23,uu,uu50227405,2018-08-28T18:43:28.490Z,"Yellowstone National Park, Wyoming",earthquake,0.56,2.81,,2,reviewed,uu,uu
2000-11-24T09:18:30.190Z,44.751,-110.699,5.71,2.75,ml,25,71,0.03821,0.18,uu,uu50213290,2018-08-28T18:13:10.240Z,"Yellowstone National Park, Wyoming",earthquake,0.4,0.93,,3,reviewed,uu,uu
2000-11-24T07:13:37.100Z,44.7488333,-110.6926667,7.87,3.5,ml,27,70,0.03469,0.22,uu,uu50213175,2018-08-28T18:12:55.160Z,"Yellowstone National Park, Wyoming",earthquake,0.44,0.68,,9,reviewed,uu,uu
2000-11-24T04:20:04.840Z,44.7523333,-110.6943333,8.59,4.21,ml,31,69,0.03838,0.21,uu,uu50212935,2018-08-28T18:12:23.840Z,"Yellowstone National Park, Wyoming",earthquake,0.44,0.78,,13,reviewed,uu,uu
2000-08-07T09:07:40.090Z,44.8001667,-110.8075,9.25,2.69,ml,25,115,0.03282,0.21,uu,uu50205865,2018-08-28T17:57:50.800Z,"Yellowstone National Park, Wyoming",earthquake,0.52,0.87,,5,reviewed,uu,uu
2000-07-29T05:29:08.840Z,44.8013333,-110.7905,7.46,2.7,ml,22,113,0.04465,0.18,uu,uu50204895,2018-08-28T17:55:48.500Z,"Yellowstone National Park, Wyoming",earthquake,0.46,0.73,,4,reviewed,uu,uu
2000-07-29T05:16:58.940Z,44.7986667,-110.7938333,6.96,2.51,ml,19,113,0.04165,0.19,uu,uu50204880,2018-08-28T17:55:46.510Z,"Yellowstone National Park, Wyoming",earthquake,0.51,0.93,,2,reviewed,uu,uu
2000-07-28T05:04:02.610Z,44.7985,-110.7908333,6.87,2.6,ml,18,112,0.04368,0.18,uu,uu50204580,2018-08-28T17:55:07.940Z,"Yellowstone National Park, Wyoming",earthquake,0.48,0.91,,2,reviewed,uu,uu
2000-06-08T21:34:44.710Z,45.1663333,-111.0851667,8.55,2.66,md,6,290,0.3406,0.19,uu,uu50202865,2018-08-28T17:51:43.620Z,"western Montana",earthquake,11.04,13.61,,5,reviewed,uu,uu
2000-01-21T14:13:37.690Z,44.7755,-110.6623333,5.09,2.84,ml,20,79,0.06118,0.18,uu,uu50194090,2018-08-28T17:33:58.770Z,"Yellowstone National Park, Wyoming",earthquake,0.49,1.66,,3,reviewed,uu,uu
1999-12-25T10:10:46.280Z,44.7553333,-110.954,10.89,2.7,ml,23,109,0.03738,0.2,uu,uu50192940,2018-08-28T17:31:39.580Z,"Yellowstone National Park, Wyoming",earthquake,0.46,0.66,,4,reviewed,uu,uu
