time,latitude,longitude,depth,mag,magType
1973-04-09T10:30:58.700Z,44.14,-110.485,5,3.6,mb
1973-03-31T20:33:33.500Z,44.513,-110.491,10,5.1,mb
1973-03-30T01:32:14.400Z,44.389,-110.414,10,3.7,mb
1973-03-30T00:32:57.600Z,44.361,-110.355,11,4.6,mb
1973-03-28T10:07:02.900Z,44.422,-110.465,10,4,mb
1973-03-28T03:02:30.100Z,44.363,-110.413,10,4.5,mb
1973-03-28T02:39:58.300Z,44.429,-110.391,8,5,mb
1973-03-25T16:33:13.100Z,44.47,-110.465,10,3.4,mb
1973-03-01T06:00:19.200Z,44.812,-111.122,5,4.3,mb
1963-09-24T06:35:53.900Z,44.9,-111,33,4.7,mb
1963-03-08T08:35:49.100Z,44.8,-110.2,33,3.8,mb
1959-09-13T19:49:35.200Z,44.722,-111.127,5,4.4,ml
1959-08-19T19:43:48.800Z,44.756,-110.96,5,5,uk
1959-08-19T04:04:02.300Z,44.648,-110.84,5,5.99,mw
1959-08-18T15:26:06.100Z,44.721,-110.871,5,6.29,mw
1959-08-18T11:03:49.900Z,44.719,-110.85,5,5.6,uk
1959-08-18T08:41:48.500Z,44.854,-111.049,5,6,uk
1959-08-18T07:56:17.200Z,44.699,-110.705,5,6.5,uk
1959-08-18T06:37:14.500Z,44.712,-111.215,5,7.3,mw
